id	county	state	total	retire_workers	retire_wives_husbands	retire_children	survivor_widows	survivor_children	disability_workers	disability_wives_husbands	disability_children	men65plus	women65plus
1	"Alabama, total"	Alabama	721408	392518	55486	10221	114429	41530	72292	7260	27672	189123	299910
2	Autauga	Alabama	5135	2755	360	80	805	380	480	65	210	1350	1965
3	Baldwin	Alabama	19615	12000	1675	225	2585	905	1470	170	585	5975	8040
4	Barbour	Alabama	4590	2530	295	50	765	265	475	50	160	1195	1965
5	Bibb	Alabama	3205	1480	250	55	575	220	385	50	190	760	1200
6	Blount	Alabama	6530	3425	665	65	1080	285	730	65	215	1815	2640
7	Bullock	Alabama	2360	1245	160	45	390	180	210	20	110	655	980
8	Butler	Alabama	4725	2555	310	75	755	325	440	50	215	1205	1975
9	Calhoun	Alabama	20800	11450	1510	210	3230	1050	2315	215	820	5185	8725
10	Chambers	Alabama	8115	5360	315	65	955	375	740	55	250	2260	3670
11	Cherokee	Alabama	4855	2630	400	50	750	250	540	45	190	1375	1900
12	Chilton	Alabama	6260	3160	565	85	1100	385	655	75	235	1680	2530
13	Choctaw	Alabama	3230	1565	260	60	600	205	340	50	150	875	1235
14	Clarke 	Alabama	5170	2585	395	115	900	440	440	50	245	1335	2045
15	Clay	Alabama	2875	1565	190	35	415	150	335	45	140	760	1160
16	Cleburne	Alabama	2540	1335	185	25	355	130	340	45	125	650	965
17	Coffee	Alabama	6820	4015	595	85	1000	350	555	40	180	1885	2965
18	Colbert	Alabama	10555	5490	1080	115	1790	465	1130	115	370	2855	4380
19	Conecuh	Alabama	3310	1760	250	50	540	195	315	50	150	865	1370
20	Coosa	Alabama	1875	995	125	25	275	110	250	25	70	520	660
21	Covington	Alabama	8865	5365	485	105	1185	410	935	95	285	2385	3840
22	Crenshaw	Alabama	2900	1635	210	35	475	150	270	35	90	790	1250
23	Cullman	Alabama	13455	7370	1325	150	2120	615	1275	165	435	3790	5645
24	Dale	Alabama	6570	3655	520	100	1015	395	575	70	240	1810	2630
25	Dallas	Alabama	9640	5145	560	185	1445	705	990	105	505	2305	3915
26	De Kalb	Alabama	10115	5350	860	95	1635	505	1130	120	420	2660	4195
27	Elmore	Alabama	8230	4615	565	155	1205	605	695	80	310	2200	3280
28	Escambia	Alabama	6920	3755	490	100	1140	430	645	95	265	1790	2875
29	Etowah	Alabama	22170	11505	2055	300	3925	1035	2230	260	860	5820	9435
30	Fayette	Alabama	3565	1985	285	35	555	170	380	35	120	950	1530
31	Franklin	Alabama	6180	3140	570	45	1055	260	805	75	230	1660	2520
32	Geneva	Alabama	5400	3200	440	85	795	215	470	45	150	1575	2340
33	Greene	Alabama	2030	955	170	65	345	150	210	15	120	510	790
34	Hale	Alabama	3075	1560	235	65	525	200	290	35	165	830	1195
35	Henry	Alabama	3285	1835	275	30	560	165	270	30	120	905	1430
36	Houston	Alabama	13720	7955	950	155	2050	780	1265	110	455	3670	5880
37	Jackson	Alabama	9040	4625	750	115	1410	505	1110	150	375	2335	3490
38	Jefferson	Alabama	124770	67745	9960	2155	21485	6880	11230	1025	4290	32080	54460
39	Lamar	Alabama	3530	2065	225	35	470	175	410	25	125	975	1470
40	Lauderdale	Alabama	15870	8470	1585	145	2640	675	1605	170	580	4310	6690
41	Lawrence	Alabama	5300	2545	480	50	930	330	675	75	215	1355	2020
42	Lee	Alabama	11120	6460	570	105	1510	750	1205	85	435	2875	4580
43	Limestone	Alabama	8180	4345	740	80	1340	435	855	75	310	2190	3390
44	Lowndes	Alabama	2150	985	165	50	350	240	210	25	125	525	770
45	Macon	Alabama	3955	2230	235	55	625	300	370	30	110	1060	1715
46	Madison	Alabama	28395	16510	2325	275	4260	1625	2445	205	750	7705	12245
47	Marengo	Alabama	4445	2295	295	85	745	315	405	50	255	1135	1795
48	Marion	Alabama	6320	3450	490	60	960	265	770	80	245	1690	2630
49	Marshall	Alabama	14835	7965	1310	145	2450	635	1650	170	510	3940	6115
50	Mobile	Alabama	62590	33420	4825	1120	9845	4265	5905	660	2550	16075	25585
51	Monroe	Alabama	4355	2285	305	100	675	320	415	55	200	1140	1735
52	Montgomery	Alabama	32430	18780	2025	475	4820	2115	2780	220	1215	8195	14290
53	Morgan	Alabama	16935	9210	1415	220	2660	1075	1655	140	560	4500	7015
54	Perry	Alabama	2640	1360	210	75	420	170	245	25	135	715	1060
55	Pickens	Alabama	4225	2275	290	60	700	255	415	30	200	1130	1715
56	Pike	Alabama	5375	3010	375	80	875	330	495	30	180	1405	2395
57	Randolph	Alabama	4635	2845	220	50	570	265	480	45	160	1275	1945
58	Russell	Alabama	7940	4410	410	100	1225	490	950	70	285	2020	3160
59	St Clair	Alabama	7980	4020	685	90	1270	515	940	110	350	2050	3005
60	Shelby	Alabama	10880	5695	880	130	1685	680	1220	135	455	2805	4200
61	Sumter	Alabama	2780	1385	215	55	535	195	225	35	135	715	1170
62	Talladega	Alabama	15095	7700	860	155	2060	825	2265	240	990	3545	5635
63	Tallapoosa	Alabama	8500	5340	420	80	1070	410	870	65	245	2335	3700
64	Tuscaloosa	Alabama	23590	12420	1545	430	3480	1595	2835	210	1075	5960	9225
65	Walker	Alabama	14630	6840	1245	205	2665	740	1945	245	745	3565	5740
66	Washington	Alabama	2990	1400	255	85	545	200	315	40	150	785	1100
68	Wilcox	Alabama	2955	1310	240	95	535	310	260	30	175	735	1105
69	Winston	Alabama	4285	2190	365	25	700	195	560	70	180	1140	1645
70	Unknown	Alabama	20	10	    	    	5	    	5	    	    	10	    
