id	county	state	total	retire_workers	retire_wives_husbands	retire_children	survivor_widows	survivor_children	disability_workers	disability_wives_husbands	disability_children	men65plus	women65plus
1	"Alabama, total"	Alabama	344812	212735	15755	2474	54151	15909	38696	1032	4060	115132	134505
2	Autauga	Alabama	2255	1397	94	16	338	136	240	7	27	767	813
3	Baldwin	Alabama	9624	6478	492	55	1315	362	816	23	83	3635	3612
4	Barbour	Alabama	1966	1231	78	9	307	85	230	5	21	659	782
5	Bibb	Alabama	1429	778	68	12	257	71	209	7	27	441	520
6	Blount	Alabama	2638	1539	145	13	438	105	359	9	30	894	951
7	Bullock	Alabama	887	548	32	7	140	55	94	1	10	305	358
8	Butler	Alabama	1980	1231	77	16	306	95	220	6	29	638	801
9	Calhoun	Alabama	9704	5955	412	50	1497	404	1235	31	120	3050	3872
10	Chambers	Alabama	4104	2956	83	14	441	159	403	7	41	1404	1746
11	Cherokee	Alabama	1663	1000	71	7	232	77	246	6	24	569	574
12	Chilton	Alabama	2740	1555	147	17	474	139	357	13	38	914	1008
13	Choctaw	Alabama	1299	731	55	11	213	69	192	6	22	424	440
14	Clarke	Alabama	2351	1392	108	25	392	169	229	5	31	793	889
15	Clay	Alabama	1240	770	48	9	171	53	169	6	14	408	474
16	Cleburne	Alabama	1038	610	40	5	141	48	175	4	15	323	368
17	Coffee	Alabama	3076	1985	149	19	447	132	308	7	29	1072	1208
18	Colbert	Alabama	5417	3217	332	32	918	197	641	17	63	1920	1995
19	Conecuh 	Alabama	1260	773	55	10	193	55	154	5	15	410	484
20	Coosa	Alabama	959	593	36	4	124	45	140	3	14	330	323
21	Covington	Alabama	3949	2637	128	24	489	150	470	12	39	1300	1615
22	Crenshaw	Alabama	1290	823	51	9	200	66	129	2	10	437	523
23	Cullman	Alabama	6060	3672	340	34	962	251	704	26	71	2094	2271
24	Dale	Alabama	3023	1879	134	21	458	168	321	8	34	1033	1139
25	Dallas	Alabama	4257	2668	149	34	616	240	487	10	53	1331	1735
26	De Kalb	Alabama	4686	2774	226	23	746	218	614	18	67	1530	1771
27	Elmore	Alabama	4010	2580	157	33	571	239	377	9	44	1363	1538
28	Escambia	Alabama	3201	1969	135	23	499	153	369	14	39	1070	1223
29	Etowah	Alabama	11074	6597	618	87	1973	411	1225	38	125	3750	4378
30	Fayette	Alabama	1544	983	70	6	217	71	181	2	14	517	615
31	Franklin	Alabama	2948	1667	155	11	505	105	454	14	37	965	1071
32	Geneva	Alabama	2285	1494	100	17	330	79	236	6	23	805	912
33	Greene	Alabama	766	437	39	7	128	45	95	2	13	253	288
34	Hale	Alabama	1324	791	60	12	221	77	139	6	18	452	503
35	Henry	Alabama	1376	856	65	6	222	63	141	4	19	462	558
36	Houston	Alabama	6155	3969	260	31	908	266	650	15	56	2097	2424
37	Jackson	Alabama	4169	2445	194	27	626	207	596	20	54	1353	1464
38	Jefferson	Alabama	68095	42317	3334	608	11821	2813	6367	158	677	22998	28091
39	Lamar	Alabama	1422	911	49	6	184	64	187	3	18	456	560
40	Lauderdale	Alabama	7985	4888	476	36	1302	261	912	25	85	2805	3053
41	Lawrence	Alabama	2055	1118	106	11	336	118	326	8	32	652	685
42	Lee	Alabama	4890	3227	157	21	624	240	554	9	58	1625	1938
43	Limestone	Alabama	3437	2031	176	19	571	165	417	10	48	1123	1301
44	Lowndes	Alabama	757	438	32	9	124	60	83	1	10	237	284
45	Macon	Alabama	1636	1070	58	14	224	86	160	3	21	531	695
46	Madison	Alabama	13049	8343	604	59	1946	660	1295	29	113	4344	5216
47	Marengo	Alabama	1806	1099	70	19	283	100	202	6	27	594	693
48	Marion	Alabama	2678	1641	111	12	389	102	378	9	36	869	1029
49	Marshall	Alabama	6747	3982	342	30	1087	260	930	28	88	2196	2540
50	Mobile	Alabama	31165	19040	1491	289	5009	1648	3220	97	371	10556	11960
51	Monroe	Alabama	1880	1145	74	19	285	114	209	5	29	625	712
52	Montgomery	Alabama	15974	10481	617	105	2398	805	1386	26	156	5158	6926
53	Morgan	Alabama	8249	5042	402	51	1256	417	961	24	96	2777	3088
54	Perry	Alabama	952	585	39	9	156	56	95	2	10	324	379
55	Pickens	Alabama	1872	1154	71	14	281	91	231	4	26	623	710
56	Pike	Alabama	2372	1515	93	16	367	109	244	3	25	788	1000
57	Randolph	Alabama	1970	1323	49	10	219	100	242	5	22	623	800
58	Russell	Alabama	4051	2506	114	21	574	211	560	13	52	1275	1519
59	St Clair	Alabama	3484	1991	176	22	564	197	470	16	48	1137	1210
60	Shelby	Alabama	4694	2762	229	34	730	264	591	19	65	1572	1647
61	Sumter	Alabama	1108	649	47	8	215	57	113	3	16	354	475
62	Talladega	Alabama	7071	4235	242	39	922	304	1166	26	137	2176	2579
63	Tallapoosa	Alabama	3913	2731	115	15	458	147	408	8	31	1349	1605
64	Tuscaloosa	Alabama	11341	6821	442	116	1673	571	1526	30	162	3638	4238
65	Walker	Alabama	7600	4142	384	48	1348	322	1183	43	130	2436	2723
66	Washington	Alabama	1267	702	64	19	212	79	169	4	18	441	420
68	Wilcox	Alabama	1077	610	53	14	193	82	108	3	14	365	404
69	Winston	Alabama	1956	1108	92	7	315	86	309	10	29	626	678
70	Unknown	Alabama	236	109	10	2	38	16	57	    	4	50	71
72	"Alaska, total"	Alaska	17750	11511	583	147	1851	1599	1833	31	195	6434	5602
73	Aleutian Islands	Alaska	81	48	1	1	11	12	8	    	    	36	17
74	Anchorage	Alaska	6758	4304	210	54	689	569	836	12	84	2264	2230
75	Angoon	Alaska	46	37	    	1	3	3	2	    	    	23	16
76	BarrowNorth Slope	Alaska	149	64	6	    	29	33	16	    	1	48	42
77	Bethel	Alaska	202	95	12	5	30	34	24	    	2	76	44
78	Bristol Bay Borough	Alaska	85	57	2	    	9	9	7	    	1	34	31
79	Bristol Bay	Alaska	171	99	9	4	23	23	10	    	3	68	46
80	CordovaMcCarthy	Alaska	92	66	3	    	9	12	2	    	    	39	33
81	Fairbanks	Alaska	2328	1537	70	21	235	206	231	4	24	840	688
82	Haines	Alaska	140	104	6	    	11	11	8	    	    	65	47
83	Juneau	Alaska	1144	789	27	9	117	102	90	1	9	399	445
84	KenaiCook Inlet	Alaska	1482	996	53	4	140	114	156	4	15	577	417
85	Ketchikan	Alaska	750	553	25	5	71	38	53	    	5	311	260
86	Kobuk	Alaska	158	67	8	2	30	38	11	    	2	53	40
87	Kodiak	Alaska	300	204	8	2	25	36	23	    	2	124	83
88	Kuskokwim	Alaska	68	34	3	    	14	14	3	    	    	25	17
89	MatanuskaSusitna	Alaska	1438	954	51	12	144	120	138	2	17	539	432
90	Nome	Alaska	225	119	11	4	35	41	13	    	2	80	66
91	Outer Ketchikan	Alaska	71	49	1	    	5	5	11	    	    	30	17
92	Prince Of Wales	Alaska	83	52	5	    	5	12	9	    	    	32	21
93	Seward	Alaska	220	152	6	1	35	10	15	    	1	90	74
94	Sitka	Alaska	376	272	12	1	38	19	31	    	3	145	143
95	SkagwayYakutat	Alaska	107	73	1	    	11	11	10	    	1	36	37
96	Southeast Fairbanks	Alaska	134	88	6	    	12	8	18	    	2	58	39
97	Upper Yukon	Alaska	34	20	1	    	5	5	3	    	    	13	11
98	ValdezChitinaWhittier	Alaska	237	150	7	2	22	26	26	    	4	99	59
99	Wade Hampton	Alaska	121	50	6	3	20	30	11	    	1	42	22
100	WrangellPetersburg	Alaska	368	283	11	1	28	19	24	    	2	174	119
101	YukonKoyukuk	Alaska	125	75	6	1	13	20	9	    	1	59	27
102	Unknown	Alaska	145	100	2	    	21	5	16	    	1	44	64
104	"Arizona, total"	Arizona	328404	235094	15354	1507	37175	9879	26541	585	2269	128847	128844
105	Apache	Arizona	2169	1127	108	25	353	314	208	7	27	767	611
106	Cochise	Arizona	8110	5492	440	75	979	277	749	28	70	3181	2889
107	Coconino	Arizona	5838	3999	318	31	672	328	440	9	41	2307	2074
108	Gila	Arizona	5820	4027	314	32	662	195	532	13	45	2424	1956
109	Graham	Arizona	2278	1515	149	17	279	77	213	7	21	920	818
110	Greenlee	Arizona	747	489	52	8	102	28	58	1	9	316	249
111	La Paz	Arizona	1428	1043	57	9	114	39	156	2	8	620	450
112	Maricopa	Arizona	185035	134132	8309	694	21371	5248	13809	264	1208	71624	76217
113	Mohave	Arizona	13882	10594	521	40	1084	278	1264	28	73	5907	4738
114	Navajo	Arizona	4230	2732	212	33	484	297	418	11	43	1597	1336
115	Pima	Arizona	62132	43675	3089	312	7329	1672	5479	119	457	23922	24673
116	Pinal	Arizona	10666	7253	497	68	1117	419	1170	33	109	4249	3594
117	Santa Cruz	Arizona	1992	1372	120	26	236	82	135	5	16	836	687
118	Yavapai	Arizona	15753	11799	774	58	1496	296	1218	31	81	6755	5674
119	Yuma	Arizona	7912	5630	368	69	834	305	636	17	53	3309	2757
120	Unknown	Arizona	347	203	21	4	49	21	44	1	4	100	115
122	"Arkansas, total"	Arkansas	225109	143762	10170	1296	31921	8520	26083	653	2704	79666	86424
123	Arkansas	Arkansas	2346	1441	128	8	446	90	207	7	19	830	995
124	Ashley	Arkansas	2364	1365	119	15	416	114	295	7	33	835	863
125	Baxter	Arkansas	5967	4554	254	23	557	79	448	13	39	2532	2252
126	Benton	Arkansas	11623	8504	617	36	1200	263	898	18	87	4866	4363
127	Boone	Arkansas	3274	2091	149	17	421	88	447	13	48	1166	1214
128	Bradley	Arkansas	1444	839	79	12	287	61	151	4	11	513	572
129	Calhoun	Arkansas	485	285	20	2	86	18	68	1	5	173	182
130	Carroll	Arkansas	2018	1399	98	8	250	56	186	5	16	761	792
131	Chicot	Arkansas	1334	785	57	14	229	63	160	4	22	459	510
132	Clark	Arkansas	2232	1440	107	13	359	60	224	6	23	816	897
133	Clay	Arkansas	2180	1338	124	10	367	55	256	7	23	788	836
134	Cleburne	Arkansas	2434	1634	140	11	307	51	262	5	24	984	854
135	Cleveland	Arkansas	637	356	31	2	112	21	104	2	9	208	234
136	Columbia	Arkansas	2808	1681	134	14	503	116	316	8	36	948	1130
137	Conway	Arkansas	1943	1217	77	14	250	63	291	6	25	654	719
138	Craighead	Arkansas	5626	3477	249	27	872	198	716	17	70	1860	2227
139	Crawford	Arkansas	3500	2060	142	20	477	175	550	15	61	1151	1203
140	Crittenden	Arkansas	3350	1901	122	33	561	217	451	13	52	1077	1178
141	Cross	Arkansas	1607	954	85	12	256	76	196	7	21	551	608
142	Dallas	Arkansas	1110	672	60	7	175	46	138	2	10	400	425
143	Desha	Arkansas	1387	815	64	11	257	82	139	4	15	470	541
144	Drew	Arkansas	1445	885	62	9	225	73	166	6	19	483	564
145	Faulkner	Arkansas	4208	2732	174	28	540	196	490	8	40	1444	1587
146	Franklin	Arkansas	1558	944	66	7	228	62	221	8	22	543	561
147	Fulton	Arkansas	1103	681	51	5	158	31	157	5	15	402	384
148	Garland	Arkansas	11502	8286	532	47	1308	253	975	22	79	4592	4413
149	Grant	Arkansas	1096	643	59	4	182	44	143	5	16	375	400
150	Greene	Arkansas	2962	1814	134	11	436	98	413	13	43	989	1108
151	Hempstead	Arkansas	2062	1321	93	12	331	83	199	4	19	733	842
152	Hot Spring	Arkansas	2822	1732	143	15	447	104	344	8	29	1021	1051
153	Howard	Arkansas	1437	927	72	10	235	53	128	1	11	540	578
154	Independence	Arkansas	2948	1815	130	13	423	108	415	8	36	1028	1076
155	Izard	Arkansas	1688	1158	75	5	207	39	184	5	15	669	636
156	Jackson	Arkansas	2320	1377	106	14	349	108	323	8	35	775	881
157	Jefferson	Arkansas	6897	4260	285	53	1078	332	779	19	91	2299	2740
158	Johnson	Arkansas	1925	1203	92	9	285	58	250	6	22	692	723
159	Lafayette	Arkansas	857	507	39	3	165	38	94	1	10	297	353
160	Lawrence	Arkansas	2054	1224	104	8	328	77	283	6	24	732	753
161	Lee	Arkansas	976	550	48	9	163	51	133	4	18	324	357
162	Lincoln	Arkansas	830	486	45	6	147	35	99	2	10	291	314
163	Little River	Arkansas	1189	719	53	5	184	61	143	5	19	394	456
164	Logan	Arkansas	2181	1303	106	14	337	71	303	10	37	748	826
165	Lonoke	Arkansas	2857	1732	134	18	425	140	361	8	39	977	1078
166	Madison	Arkansas	1061	651	52	10	128	33	168	3	16	381	359
167	Marion	Arkansas	1567	1089	66	4	154	43	187	5	19	598	547
168	Miller	Arkansas	3158	1968	133	19	498	150	346	7	37	1019	1283
169	Mississippi	Arkansas	4266	2555	176	35	675	239	516	12	58	1387	1665
170	Monroe	Arkansas	1157	688	50	10	203	58	130	3	15	400	456
171	Montgomery	Arkansas	815	527	40	7	106	24	102	3	6	314	284
172	Nevada	Arkansas	1025	651	51	6	163	38	104	3	9	373	410
173	Newton	Arkansas	649	347	34	4	90	29	127	3	15	208	206
174	Ouachita	Arkansas	3450	2114	151	17	571	128	421	9	39	1180	1355
175	Perry	Arkansas	829	509	33	7	122	26	117	3	12	282	304
176	Phillips	Arkansas	2732	1571	107	29	466	162	337	10	50	879	1046
177	Pike	Arkansas	1070	644	55	4	185	41	130	2	9	394	415
178	Poinsett	Arkansas	2394	1383	123	9	413	86	341	8	31	824	896
179	Polk	Arkansas	2075	1379	99	13	271	71	212	8	22	796	766
180	Pope	Arkansas	3866	2359	166	14	503	153	599	15	57	1334	1381
181	Prairie	Arkansas	817	494	55	4	139	32	84	2	7	305	310
182	Pulaski	Arkansas	28117	18394	1050	200	3753	1308	3024	53	335	9077	11818
183	Randolph	Arkansas	1701	1026	87	8	257	54	241	6	22	594	599
184	St Francis	Arkansas	2442	1473	94	20	374	129	311	7	34	834	900
185	Saline	Arkansas	3859	2450	180	22	550	159	448	8	42	1360	1366
186	Scott	Arkansas	1036	629	44	6	148	29	158	3	19	367	362
187	Searcy	Arkansas	894	539	46	6	116	30	140	5	12	332	294
189	Sebastian	Arkansas	9563	6242	426	44	1353	313	1057	23	105	3321	3944
190	Sevier	Arkansas	1280	817	68	7	206	52	115	3	12	480	492
191	Sharp	Arkansas	2561	1840	127	14	252	55	242	7	24	1065	921
192	Stone	Arkansas	960	571	44	4	122	32	164	5	18	341	291
193	Union	Arkansas	5562	3364	255	31	980	226	613	14	79	1933	2244
194	Van Buren	Arkansas	1947	1395	97	7	188	33	196	7	24	813	655
195	Washington	Arkansas	9122	5882	384	36	1154	331	1185	20	130	3147	3505
196	White	Arkansas	5214	3277	244	28	711	190	675	20	69	1855	1920
197	Woodruff	Arkansas	942	553	44	6	185	42	103	1	8	330	375
198	Yell	Arkansas	1944	1159	88	10	270	61	313	10	33	658	695
199	Unknown	Arkansas	154	86	5	    	22	10	29	    	2	48	51
201	"California, total"	California	2048747	1449275	96453	10403	248046	63960	164762	2911	12937	790880	845719
202	Alameda	California	87937	60921	3830	471	10886	2794	8236	122	677	32089	37295
203	Alpine	California	73	52	3	    	7	1	10	    	    	30	26
204	Amador	California	3629	2631	197	12	415	82	272	5	15	1534	1333
205	Butte	California	21021	15089	1044	82	2341	481	1792	41	151	8534	8253
206	Calaveras	California	4070	2927	208	11	428	99	359	7	31	1706	1409
207	Colusa	California	1477	1000	83	6	211	44	121	2	10	602	573
208	Contra Costa	California	61488	42577	3288	244	8093	1758	4994	78	456	23678	25439
209	Del Norte	California	2240	1495	103	7	268	65	273	8	21	885	779
210	Eldorado	California	11591	8345	570	45	1144	379	1004	22	82	4676	4227
211	Fresno	California	45355	30837	2234	290	5907	1775	3891	81	340	17516	17941
212	Glenn	California	2341	1624	114	11	315	78	175	5	19	945	897
213	Humboldt	California	10955	7093	542	45	1502	362	1274	29	108	4257	4023
214	Imperial	California	7896	5063	400	103	984	421	829	23	73	3258	2398
215	Inyo	California	2312	1722	100	3	267	49	154	5	12	937	934
216	Kern	California	38210	24688	1785	205	4953	1657	4437	97	388	14200	13785
217	Kings	California	5350	3346	290	38	787	270	549	14	56	1976	1990
218	Lake	California	7939	5724	328	30	815	139	825	17	61	3293	2899
219	Lassen	California	2190	1462	109	9	252	71	252	7	28	861	754
220	Los Angeles	California	542707	389304	23605	2788	63942	17080	42313	676	2999	207939	231356
221	Madera	California	7468	4931	411	44	939	279	772	22	70	2956	2629
222	Marin	California	19558	14560	1054	88	2410	354	1022	10	60	8015	8593
223	Mariposa	California	1611	1199	88	2	145	30	134	2	11	704	556
224	Mendocino	California	7739	5216	380	49	974	285	758	15	62	3022	2902
225	Merced	California	10434	6934	531	59	1424	419	957	22	88	4074	3856
226	Modoc	California	984	680	43	5	124	26	95	3	8	391	365
227	Mono	California	413	298	19	1	43	14	35	    	3	179	133
228	Monterey	California	21986	15356	1158	126	2912	697	1580	26	131	8628	9032
229	Napa	California	10904	7791	528	71	1354	368	731	9	52	4300	4671
230	Nevada	California	8628	6366	492	30	871	202	608	13	46	3662	3212
231	Orange	California	148856	107830	7198	685	19465	4062	8831	128	657	57512	65663
232	Placer	California	13486	9566	680	57	1573	407	1087	22	94	5372	5206
233	Plumas	California	2194	1583	101	8	226	55	206	3	12	908	757
234	Riverside	California	101799	75632	4565	398	10700	2809	6976	141	578	41875	40787
235	Sacramento	California	70796	47296	3351	341	8924	2591	7530	129	634	25291	28621
236	San Benito	California	2248	1665	110	14	244	84	118	3	10	968	844
237	San Bernardino	California	85631	57614	3671	482	10609	3915	8359	192	789	31278	32968
238	San Diego	California	172302	123933	9376	854	20689	4748	11589	208	905	68952	71077
239	San Francisco	California	63995	46634	2190	317	7220	1241	6118	43	232	23410	29020
240	San Joaquin	California	34359	23096	1578	231	4379	1359	3358	65	293	13155	13405
241	San Luis Obispo	California	20143	14654	1070	73	2302	451	1469	31	93	8255	8088
242	San Mateo	California	53329	39526	2564	221	6305	1135	3311	38	229	21421	23234
243	Santa Barbara	California	29266	21187	1611	153	3593	711	1844	32	135	11717	12452
244	Santa Clara	California	84796	60744	4143	456	10215	2719	5957	92	470	32791	35501
245	Santa Cruz	California	16790	12037	845	67	2148	471	1125	18	79	6487	7345
246	Shasta	California	15692	10471	758	66	1923	508	1766	45	155	6084	5658
247	Sierra	California	409	290	20	    	51	11	36	    	1	171	153
248	Siskiyou	California	5205	3575	271	17	637	130	520	12	43	2105	1892
249	Solano	California	17329	11335	818	91	2268	772	1814	42	189	6163	6641
250	Sonoma	California	34691	24769	1733	220	4349	1026	2365	38	191	13437	14909
251	Stanislaus	California	27754	18579	1278	141	3509	1012	2926	60	249	10352	10747
252	Sutter	California	5262	3490	256	19	689	192	558	12	46	1995	1973
253	Tehama	California	5219	3603	263	21	588	158	527	13	46	2100	1908
254	Trinity	California	1436	963	65	5	161	36	188	4	14	571	471
255	Tulare	California	22205	14641	1055	225	2798	994	2211	58	223	8332	8339
256	Tuolumne	California	5989	4371	321	22	580	144	499	10	42	2536	2096
257	Ventura	California	41671	29464	2097	229	5116	1346	3078	58	283	16183	17311
