id	county	state	total	retire_workers	retire_wives_husbands	retire_children	survivor_widows	survivor_children	disability_workers	disability_wives_husbands	disability_children	men65plus	women65plus
1	"Alabama, total"	Alabama	367481	226746	16425	2605	57476	16597	42175	1055	4402	122595	143613
2	Autauga	Alabama	2544	1557	102	19	388	153	281	9	35	862	912
3	Baldwin	Alabama	10457	7076	508	59	1404	381	909	24	96	3984	3899
4	Barbour	Alabama	2082	1298	78	12	326	92	248	6	22	684	833
5	Bibb	Alabama	1514	810	71	12	269	83	232	7	30	461	533
6	Blount	Alabama	3236	1897	181	17	524	128	439	11	39	1110	1155
7	Bullock	Alabama	957	593	35	7	147	60	103	1	11	335	382
8	Butler	Alabama	2095	1296	75	16	319	110	242	6	31	661	845
9	Calhoun	Alabama	10157	6231	410	47	1570	417	1323	30	129	3154	4052
10	Chambers	Alabama	4335	3134	89	17	464	154	429	7	41	1483	1867
11	Cherokee	Alabama	2320	1401	101	12	343	97	327	6	33	800	817
12	Chilton	Alabama	3094	1778	158	18	532	164	389	12	43	1043	1134
13	Choctaw	Alabama	1420	796	63	12	241	75	205	6	22	479	488
14	Clarke	Alabama	2404	1415	106	25	415	166	239	5	33	799	920
15	Clay	Alabama	1304	815	48	7	177	54	181	5	17	429	500
16	Cleburne	Alabama	1147	675	43	5	150	55	198	4	17	350	405
17	Coffee	Alabama	3268	2131	161	19	466	142	317	4	28	1135	1288
18	Colbert	Alabama	5768	3429	350	34	990	198	684	18	65	2034	2158
19	Conecuh	Alabama	1452	876	58	11	230	71	180	6	20	466	563
20	Coosa	Alabama	898	546	34	3	121	40	141	3	10	317	295
21	Covington	Alabama	4245	2811	132	26	540	154	525	13	44	1376	1748
22	Crenshaw	Alabama	1255	794	47	6	196	55	143	3	11	413	506
23	Cullman	Alabama	6462	3964	344	37	988	259	766	28	76	2251	2410
24	Dale	Alabama	3015	1890	135	23	452	149	324	9	33	1047	1116
25	Dallas	Alabama	4373	2728	150	34	631	246	512	12	60	1360	1769
26	De Kalb	Alabama	4686	2787	214	23	730	208	637	16	71	1513	1771
27	Elmore	Alabama	4052	2585	156	36	590	231	399	11	44	1378	1530
28	Escambia	Alabama	3392	2079	140	22	537	170	390	14	40	1122	1305
29	Etowah	Alabama	11865	7029	649	90	2131	431	1353	39	143	4004	4717
30	Fayette	Alabama	1661	1042	71	7	242	68	210	4	17	532	665
31	Franklin	Alabama	3039	1736	156	10	508	108	470	12	39	1021	1105
32	Geneva	Alabama	2457	1610	108	18	350	80	263	6	22	875	977
33	Greene	Alabama	817	465	38	10	134	50	104	1	15	259	313
34	Hale	Alabama	1289	769	54	12	211	73	147	3	20	433	486
35	Henry	Alabama	1500	943	73	6	244	61	152	4	17	508	610
36	Houston	Alabama	6760	4365	272	36	988	296	721	15	67	2300	2686
37	Jackson	Alabama	4325	2510	194	27	654	203	657	21	59	1394	1523
38	Jefferson	Alabama	70897	44015	3420	637	12294	2922	6725	157	727	23895	29413
39	Lamar	Alabama	1598	1025	55	9	196	71	222	2	18	521	617
40	Lauderdale	Alabama	8544	5217	505	40	1405	282	977	24	94	2996	3282
41	Lawrence	Alabama	2481	1338	123	11	418	131	408	12	40	772	850
42	Lee	Alabama	5751	3757	177	27	728	295	684	11	72	1905	2249
43	Limestone	Alabama	3863	2291	194	19	625	177	494	9	54	1273	1462
44	Lowndes	Alabama	845	475	36	7	137	67	108	2	13	263	308
45	Macon	Alabama	1751	1126	59	12	247	95	191	3	18	557	752
46	Madison	Alabama	14072	9031	645	65	2085	668	1422	33	123	4709	5646
47	Marengo	Alabama	2021	1240	79	17	313	110	227	5	30	689	111
48	Marion	Alabama	2978	1818	121	14	423	104	449	11	38	964	1137
49	Marshall	Alabama	7018	4215	341	35	1115	256	946	25	85	2280	2647
50	Mobile	Alabama	33122	20183	1564	305	5298	1731	3537	99	405	11171	12810
51	Monroe	Alabama	2012	1228	75	20	303	114	237	5	30	668	112
52	Montgomery	Alabama	16848	11063	648	112	2489	799	1529	29	179	5470	7306
53	Morgan	Alabama	8803	5395	421	58	1354	451	1004	22	98	2961	3341
54	Perry	Alabama	1078	657	45	10	172	55	123	2	14	367	431
55	Pickens	Alabama	1910	1183	70	13	290	91	233	4	26	628	733
56	Pike	Alabama	2461	1574	94	17	374	114	259	3	26	810	1026
57	Randolph	Alabama	2150	1435	55	11	242	100	277	5	25	686	866
58	Russell	Alabama	3878	2389	109	22	565	192	543	10	48	1220	1448
59	St Clair	Alabama	4069	2344	198	23	641	222	569	15	57	1340	1390
60	Shelby	Alabama	6025	3621	288	37	901	310	761	23	84	2020	2136
61	Sumter	Alabama	1163	685	46	8	220	62	121	4	17	372	484
62	Talladega	Alabama	7535	4443	251	40	1006	319	1296	31	149	2283	2735
63	Tallapoosa	Alabama	4376	3059	119	18	500	158	479	9	34	1497	1813
64	Tuscaloosa	Alabama	12352	7457	477	121	1805	630	1660	31	171	4020	4621
65	Walker	Alabama	7458	4048	368	51	1324	306	1194	41	126	2366	2679
66	Washington	Alabama	1372	766	66	17	234	81	184	4	20	467	463
68	Wilcox	Alabama	1144	636	53	15	207	89	126	3	15	376	428
69	Winston	Alabama	1982	1130	91	5	315	81	320	10	30	642	681
70	Unknown	Alabama	8	5	    	    	    	2	1	    	    	6	1
72	"Alaska, total"	Alaska	19432	12596	639	149	2044	1700	2054	33	217	7082	6161
73	Aleutian Islands	Alaska	95	58	2	1	10	13	11	    	    	41	24
74	Anchorage	Alaska	7509	4787	236	59	773	609	941	12	92	2533	2481
75	Angoon	Alaska	48	36	1	1	4	4	2	    	    	19	17
76	BarrowNorth Slope	Alaska	154	71	6	    	28	34	14	    	1	54	43
77	Bethel	Alaska	212	101	13	5	30	37	24	    	2	82	45
78	Bristol Bay Borough	Alaska	103	72	3	    	11	9	7	    	1	47	34
79	Bristol Bay	Alaska	173	103	7	4	27	20	11	    	1	72	48
80	CordovaMcCarthy	Alaska	94	70	4	    	9	10	1	    	    	40	32
81	Fairbanks North Star	Alaska	2597	1687	79	19	265	229	283	4	31	915	761
82	Haines	Alaska	154	114	6	    	15	8	10	    	1	71	57
83	Juneau	Alaska	1239	867	30	9	120	101	98	1	13	436	480
84	KenaiCook Inlet	Alaska	1642	1107	60	6	156	123	169	4	17	663	472
85	Ketchikan Gateway	Alaska	789	586	26	4	76	39	54	    	4	341	270
86	Kobuk	Alaska	162	65	9	2	31	38	15	    	2	52	41
87	Kodiak Island	Alaska	302	207	9	2	32	34	15	    	3	131	88
88	Kuskokwim	Alaska	70	37	2	1	13	12	5	    	    	26	18
89	MatanuskaSusitna	Alaska	1589	1036	60	8	157	128	176	4	20	588	469
90	Nome	Alaska	233	123	12	5	39	39	12	    	3	83	73
91	Outer Ketchikan	Alaska	83	58	1	    	6	6	12	    	    	35	21
92	Prince Of Wales	Alaska	83	57	4	    	5	7	9	    	1	33	22
93	Seward	Alaska	229	160	7	2	33	10	15	    	2	95	78
94	Sitka	Alaska	414	302	14	    	36	30	28	    	4	161	157
95	SkagwayYakutat	Alaska	109	75	1	    	8	10	14	    	1	39	37
96	Southeast Fairbanks	Alaska	146	94	5	    	17	9	18	    	3	64	45
97	Upper Yukon	Alaska	38	21	    	    	8	6	3	    	    	14	13
98	ValdezChitinaWhittier	Alaska	265	169	7	2	25	32	26	    	4	109	68
99	Wade Hampton	Alaska	136	58	6	3	23	34	11	    	1	48	25
100	WrangellPetersburg	Alaska	398	295	9	3	36	27	26	    	2	180	128
101	YukonKoyukuk 	Alaska	124	72	6	2	13	21	10	    	    	57	27
102	Unknown	Alaska	129	94	1	2	16	5	11	    	    	42	64
104	"Arizona, total"	Arizona	354986	254012	16268	1587	40011	10316	29670	612	2510	139372	139349
105	Apache	Arizona	2397	1239	120	28	389	328	251	8	34	828	665
106	Cochise	Arizona	8698	5919	469	77	1046	284	800	29	74	3444	3097
107	Coconino	Arizona	4730	3055	238	28	535	325	483	11	55	1769	1532
108	Gila	Arizona	6163	4248	335	33	724	182	579	15	47	2578	2110
109	Graham	Arizona	2436	1608	156	20	306	82	231	9	24	971	884
110	Greenlee	Arizona	760	489	56	8	102	31	64	2	8	320	254
111	La Paz	Arizona	1553	1145	60	6	130	38	163	3	8	698	499
112	Maricopa	Arizona	199779	144833	8760	733	22881	5449	15505	279	1339	77435	82293
113	Mohave	Arizona	15596	11855	563	49	1280	305	1435	29	80	6594	5359
114	Navajo	Arizona	4711	3024	237	38	526	337	491	11	47	1774	1450
115	Pima	Arizona	66851	46966	3259	320	7877	1767	6041	127	494	25647	26629
116	Pinal	Arizona	11645	7860	538	70	1248	451	1327	34	117	4662	3873
117	Santa Cruz	Arizona	2139	1475	132	26	258	84	142	5	17	904	743
118	Yavapai	Arizona	18811	14140	935	67	1817	312	1417	28	95	8136	6933
119	Yuma	Arizona	8643	6125	403	76	898	332	730	16	63	3591	3017
120	Unknown	Arizona	19	17	1	    	    	    	1	    	    	15	5
122	"Arkansas, total"	Arkansas	239600	152541	10564	1362	33711	8928	28836	667	2991	84540	91796
123	Arkansas	Arkansas	2452	1509	133	7	462	84	228	6	23	868	1038
124	Ashley	Arkansas	2524	1456	122	16	434	119	335	6	36	882	921
125	Baxter	Arkansas	6361	4842	259	23	593	84	503	14	43	2674	2401
126	Benton	Arkansas	12682	9256	658	42	1301	297	1008	17	103	5282	4741
127	Boone	Arkansas	3281	2111	146	14	417	82	453	10	48	1170	1210
128	Bradley	Arkansas	1523	887	80	14	299	59	167	4	13	544	600
129	Calhoun	Arkansas	600	350	21	4	106	24	87	1	7	207	218
130	Carroll	Arkansas	2230	1537	103	10	267	59	226	5	23	823	862
131	Chicot	Arkansas	1406	822	57	15	241	61	181	5	24	478	543
132	Clark	Arkansas	2267	1470	101	15	355	61	235	5	25	825	906
133	Clay	Arkansas	2287	1401	123	9	377	61	281	8	27	818	892
134	Cleburne	Arkansas	2653	1768	141	13	333	62	305	5	26	1047	930
135	Cleveland	Arkansas	688	389	33	3	119	21	111	2	10	227	255
136	Columbia	Arkansas	3047	1800	144	17	544	124	367	8	43	1031	1221
137	Conway	Arkansas	2103	1316	85	16	272	64	315	7	28	712	789
138	Craighead	Arkansas	5974	3681	265	30	911	210	779	15	83	1975	2352
139	Crawford	Arkansas	3760	2209	153	22	486	187	614	15	74	1227	1264
140	Crittenden	Arkansas	3450	1950	118	32	580	223	480	11	56	1113	1233
141	Cross	Arkansas	1727	1021	88	15	272	83	217	7	24	601	641
142	Dallas	Arkansas	1114	673	57	6	175	45	142	3	13	398	437
143	Desha	Arkansas	1335	786	60	11	244	78	140	3	13	450	523
144	Drew	Arkansas	1651	1003	71	9	269	86	185	6	22	562	645
145	Faulkner	Arkansas	4599	2974	189	26	559	224	569	11	47	1571	1712
146	Franklin	Arkansas	1650	984	70	7	244	59	255	6	25	572	590
147	Fulton	Arkansas	1164	705	56	6	163	31	180	6	17	409	395
148	Garland	Arkansas	11998	8622	558	47	1362	258	1046	23	82	4797	4588
149	Grant	Arkansas	1208	709	66	5	197	42	164	6	19	419	438
150	Greene	Arkansas	3177	1933	138	14	465	106	462	11	48	1080	1176
151	Hempstead	Arkansas	2318	1485	95	14	368	90	238	5	23	835	939
152	Hot Spring	Arkansas	3056	1863	150	15	485	113	386	10	34	1100	1122
153	Howard	Arkansas	1447	929	71	11	236	51	136	1	12	527	588
154	Independence	Arkansas	3164	1938	136	14	446	109	475	9	37	1096	1165
155	Izard	Arkansas	1816	1227	74	5	225	47	216	5	17	707	681
156	Jackson 	Arkansas	2109	1266	102	11	332	80	282	7	29	735	815
157	Jefferson	Arkansas	7161	4401	292	52	1113	347	839	16	101	2388	2842
158	Johnson	Arkansas	2118	1304	93	11	321	59	297	8	25	745	808
159	Lafayette	Arkansas	865	512	38	3	163	37	100	2	10	302	351
160	Lawrence	Arkansas	2201	1317	105	8	344	77	309	8	33	779	811
161	Lee	Arkansas	1288	716	57	14	212	74	187	4	24	421	454
162	Lincoln	Arkansas	872	502	47	7	151	37	115	2	11	303	334
163	Little River	Arkansas	1284	777	55	6	197	62	165	5	17	424	487
164	Logan	Arkansas	2333	1388	110	14	356	80	335	11	39	802	869
165	Lonoke	Arkansas	3010	1812	140	16	450	145	398	8	41	1014	1145
166	Madison	Arkansas	1262	768	60	10	150	40	210	3	21	446	421
167	Marion	Arkansas	1771	1218	73	4	178	48	226	5	19	684	624
168	Miller	Arkansas	3372	2097	130	21	546	153	376	9	40	1080	1379
169	Mississippi	Arkansas	4467	2652	183	36	715	247	564	11	59	1437	1755
170	Monroe	Arkansas	1212	717	52	11	216	60	137	3	16	401	485
171	Montgomery	Arkansas	851	545	39	5	115	19	116	2	10	322	299
172	Nevada	Arkansas	967	608	46	4	165	34	99	3	8	337	390
173	Newton	Arkansas	738	397	34	4	98	29	155	4	17	235	222
174	Ouachita	Arkansas	3550	2170	154	19	592	122	442	9	42	1212	1400
175	Perry	Arkansas	903	544	37	6	129	31	139	4	13	303	327
176	Phillips	Arkansas	2592	1520	98	24	439	150	308	9	44	850	997
177	Pike	Arkansas	1170	701	58	5	204	46	140	3	13	423	450
178	Poinsett	Arkansas	2529	1454	126	10	429	93	372	8	37	862	945
179	Polk	Arkansas	2164	1452	103	12	269	70	228	8	22	836	801
180	Pope	Arkansas	3998	2406	162	16	515	161	662	17	59	1341	1416
181	Prairie	Arkansas	944	556	56	5	166	34	115	2	10	346	353
182	Pulaski	Arkansas	29434	19163	1074	219	3880	1367	3306	52	373	9466	12364
183	Randolph	Arkansas	1820	1095	89	9	270	56	271	6	24	638	644
184	St Francis	Arkansas	2582	1553	101	20	394	134	332	8	40	877	954
185	Saline	Arkansas	5588	3568	256	28	741	237	684	14	60	2030	1967
186	Scott	Arkansas	1120	662	42	7	167	37	180	6	19	381	401
187	Searcy	Arkansas	912	537	46	7	123	30	153	4	12	326	306
189	Sebastian	Arkansas	10168	6614	451	46	1431	310	1174	21	121	3551	4191
190	Sevier	Arkansas	1389	872	70	8	223	61	137	3	15	498	534
191	Sharp	Arkansas	2669	1918	126	15	268	54	255	9	24	1114	965
192	Stone	Arkansas	1080	636	48	4	132	33	197	8	22	378	321
193	Union	Arkansas	5811	3530	259	34	1021	241	634	15	77	2034	2351
194	Van Buren	Arkansas	2183	1552	109	8	217	38	228	7	24	905	753
195	Washington	Arkansas	9575	6143	397	36	1205	342	1287	17	148	3276	3669
196	White	Arkansas	5501	3470	251	28	756	195	714	20	67	1960	2030
197	Woodruff	Arkansas	979	576	42	5	190	46	109	2	9	336	392
198	Yell	Arkansas	2023	1204	91	9	278	61	335	10	35	674	725
199	Unknown	Arkansas	7	4	    	    	    	    	3	    	    	3	1
201	"California, total"	California	2179528	1538986	101440	11175	262562	67299	180861	2971	14234	840473	898922
202	Alameda	California	92711	64255	3998	482	11349	2935	8840	124	728	33964	39322
203	Alpine	California	51	34	2	    	7	1	7	    	    	20	19
204	Amador	California	3905	2848	209	12	451	89	274	4	18	1662	1475
205	Butte	California	22237	15906	1083	84	2501	513	1952	37	161	8989	8807
206	Calaveras	California	4626	3316	243	13	471	115	424	9	35	1955	1599
207	Colusa	California	1512	1020	80	6	215	45	135	3	8	609	585
208	Contra Costa	California	66317	45911	3517	263	8709	1884	5461	76	496	25535	27479
209	Del Norte	California	2401	1584	108	6	290	63	318	7	25	942	841
210	Eldorado	California	12202	8857	600	45	1183	375	1036	17	89	5037	4381
211	Fresno	California	48485	32792	2349	315	6316	1898	4357	81	377	18623	19160
212	Glenn	California	2425	1674	121	13	331	75	183	6	22	983	946
213	Humboldt	California	11655	7487	566	41	1604	395	1411	32	119	4461	4271
214	Imperial	California	8475	5391	426	116	1064	443	928	25	82	3460	2558
215	Inyo	California	2466	1836	107	4	290	51	163	3	12	1013	997
216	Kern	California	41185	26457	1860	220	5333	1765	5000	104	446	15204	14938
217	Kings	California	5048	3207	270	35	743	239	491	11	52	1893	1925
218	Lake	California	8345	5985	338	32	855	161	891	16	67	3433	3032
219	Lassen	California	2039	1338	97	7	249	68	245	7	28	791	715
220	Los Angeles	California	568628	407326	24617	2967	66488	17664	45663	674	3229	218036	241603
221	Madera	California	8076	5354	441	46	1002	296	839	20	78	3222	2834
222	Marin	California	20891	15563	1121	89	2547	371	1124	9	67	8598	9216
223	Mariposa	California	1756	1303	91	3	163	32	148	2	14	762	618
224	Mendocino	California	8226	5532	400	45	1048	297	820	13	71	3201	3095
225	Merced	California	11362	7501	561	61	1548	454	1108	25	104	4409	4219
226	Modoc	California	1236	849	56	5	147	37	128	2	12	507	452
227	Mono	California	443	324	20	    	43	19	35	    	2	197	134
228	Monterey	California	23785	16615	1241	137	3123	728	1757	31	153	9289	9764
229	Napa	California	11640	8347	569	76	1434	366	780	9	59	4618	4991
230	Nevada	California	9639	7110	539	36	982	206	696	14	56	4091	3594
231	Orange	California	160242	116158	7656	780	20584	4265	9920	137	742	62044	70393
232	Placer	California	15298	10765	752	59	1819	478	1283	27	115	5997	6017
233	Plumas	California	2483	1803	120	10	247	60	224	3	16	1054	852
234	Riverside	California	111307	82330	4907	449	11776	3065	7962	151	667	45597	44535
235	Sacramento	California	74972	49900	3511	371	9383	2710	8274	129	694	26559	30311
236	San Benito	California	2442	1781	110	17	278	92	149	2	13	1046	909
237	San Bernardino	California	91897	61495	3886	538	11444	4232	9222	197	883	33303	35463
238	San Diego	California	185532	133177	10024	946	22172	5030	12965	222	996	74170	76346
239	San Francisco	California	65929	47864	2208	325	7423	1277	6551	40	241	24050	29863
240	San Joaquin	California	37477	25080	1692	254	4666	1488	3883	72	342	14233	14446
241	San Luis Obispo	California	21439	15604	1113	78	2456	442	1605	31	110	8781	8674
242	San Mateo	California	58442	43445	2771	234	6823	1237	3650	33	249	23619	25539
243	Santa Barbara	California	31157	22550	1705	169	3798	736	2014	35	150	12478	13322
