id	county	state	total	retire_workers	retire_wives_husbands	retire_children	survivor_widows	survivor_children	disability_workers	disability_wives_husbands	disability_children	men65plus	women65plus
36	Houston	Alabama	14060	8145	935	145	2070	780	1375	105	505	3785	6015
37	Jackson 	Alabama	9210	4725	740	105	1420	485	1180	160	395	2395	3560
38	Jefferson	Alabama	126515	68370	9850	2100	21500	7000	12080	1000	4615	32490	55105
39	Lamar	Alabama	3595	2095	210	35	470	185	435	30	135	990	1485
40	Lauderdale	Alabama	16155	8680	1575	135	2660	670	1680	170	585	4410	6880
41	Lawrence	Alabama	5450	2610	480	50	935	350	730	70	225	1375	2045
42	Lee	Alabama	11300	6600	580	100	1515	700	1280	75	450	2890	4650
43	Limestone	Alabama	8485	4515	745	90	1360	440	925	65	345	2260	3470
44	Lowndes	Alabama	2225	1020	170	45	350	230	235	30	145	545	795
45	Macon	Alabama	3995	2220	230	60	630	310	400	25	120	1050	1720
46	Madison	Alabama	29665	17210	2390	285	4385	1625	2700	205	865	8010	12660
47	Marengo	Alabama	4510	2315	295	80	755	300	445	55	265	1140	1810
48	Marion	Alabama	6460	3520	490	60	960	270	825	70	265	1725	2650
49	Marshall	Alabama	15510	8260	1340	145	2550	670	1770	175	600	4080	6330
50	Mobile	Alabama	63850	33905	4870	1150	9915	4310	6355	655	2690	16380	26060
51	Monroe	Alabama	4405	2315	290	95	680	320	435	55	215	1135	1745
52	Montgomery	Alabama	33395	19120	2055	500	4850	2140	3125	235	1370	8330	14535
53	Morgan	Alabama	17430	9580	1420	215	2665	1055	1780	130	585	4665	7225
54	Perry	Alabama	2705	1375	205	95	425	155	260	35	155	710	1065
55	Pickens	Alabama	4275	2310	275	55	700	255	450	35	195	1125	1735
56	Pike	Alabama	5515	3075	380	75	875	330	555	40	185	1430	2420
57	Randolph	Alabama	4725	2885	210	45	565	270	525	45	180	1285	1965
58	Russell	Alabama	8250	4515	415	95	1290	515	1010	80	330	2050	3260
59	St Clair	Alabama	8430	4230	685	90	1315	540	1045	125	400	2165	3130
60	Shelby	Alabama	11595	6070	910	130	1800	690	1370	120	505	2980	4510
61	Sumter	Alabama	2790	1380	205	55	530	180	250	35	155	715	1175
62	Talladega	Alabama	14905	7550	825	155	1980	785	2355	215	1040	3435	5525
63	Tallapoosa	Alabama	8660	5370	410	80	1100	400	930	70	300	2365	3765
64	Tuscaloosa	Alabama	24220	12730	1575	410	3520	1585	3040	205	1155	6060	9435
65	Walker	Alabama	14970	7000	1245	200	2630	725	2075	275	820	3630	5810
66	Washington	Alabama	3085	1435	250	85	545	210	360	40	160	795	1110
67	Wilcox	Alabama	3065	1335	250	95	520	305	305	30	225	745	1085
68	Winston	Alabama	4425	2235	370	30	705	205	605	75	200	1140	1700
69	Unknown	Alabama	20	10	5	    	    	    	5	    	    	10	5
70	"Alaska, total"	Alaska	37275	21195	2230	669	3963	3858	3684	262	1414	10847	12324
71	Aleutian Islands	Alaska	185	100	10	5	25	30	10	5	    	65	50
72	Anchorage	Alaska	13995	7975	775	200	1425	1285	1680	85	570	3815	4850
73	Angoon	Alaska	105	60	5	5	10	20	5	    	    	30	40
74	BarrowNorth Slope	Alaska	325	110	15	5	65	75	30	5	20	70	90
75	Bethel	Alaska	680	260	80	20	110	115	65	10	20	210	170
76	Bristol Bay Borough	Alaska	190	110	10	5	25	25	10	    	5	65	65
77	Bristol Bay	Alaska	420	205	40	25	70	55	20	    	5	130	135
78	CordovaMcCarthy	Alaska	180	120	10	5	20	15	10	    	    	65	65
79	Fairbanks North Star	Alaska	4800	2765	255	80	490	505	490	30	185	1360	1475
80	Haines	Alaska	300	195	25	5	25	20	20	    	10	115	110
81	Juneau	Alaska	2225	1345	90	45	230	255	195	    	65	620	845
82	KenaiCook Inlet	Alaska	3230	1965	225	35	300	275	285	25	120	1040	1045
83	Ketchikan Gateway	Alaska	1295	830	80	10	125	95	105	10	40	450	460
84	Kobuk	Alaska	420	145	35	15	75	95	30	5	20	100	110
85	Kodiak Island	Alaska	565	330	25	15	60	80	35	5	15	185	155
86	Kuskokwim	Alaska	195	85	15	5	35	45	5	    	5	55	55
87	MatanuskaSusitna	Alaska	3200	1855	215	35	310	285	310	40	150	950	1010
88	Nome	Alaska	560	235	55	40	85	95	30	    	20	160	165
89	Outer Ketchikan	Alaska	175	100	10	    	15	15	25	5	5	50	50
90	Prince Of Wales	Alaska	195	105	15	5	20	20	15	5	10	60	55
91	Seward	Alaska	450	275	25	15	45	30	30	5	25	150	140
92	Sitka	Alaska	700	455	35	    	75	55	55	    	25	200	295
93	SkagwayYakutat	Alaska	245	155	10	    	20	25	20	5	10	75	80
94	Southeast Fairbanks	Alaska	320	180	20	5	30	30	35	5	15	110	90
95	Upper Yukon	Alaska	105	50	5	    	20	15	10	    	5	35	25
96	ValdezChitinaWhittier	Alaska	525	280	35	25	50	60	50	5	20	165	145
97	Wade Hampton	Alaska	470	155	40	25	80	120	30	5	15	120	105
98	WrangellPetersburg	Alaska	670	460	35	10	55	50	45	    	15	235	250
99	YukonKoyukuk	Alaska	310	145	30	20	35	60	20	    	    	110	75
100	Unknown	Alaska	235	145	10	5	25	15	20	5	10	60	115
101	"Arizona, total"	Arizona	637534	412988	50165	6191	70027	25153	52368	3943	16699	199285	269423
102	Apache	Arizona	6620	2635	630	225	1135	1165	490	65	275	1695	1905
103	Cochise	Arizona	17295	10540	1655	345	1970	650	1460	160	515	5515	6680
104	Coconino	Arizona	9835	5405	875	145	1120	955	870	85	380	2815	3370
105	Gila	Arizona	10975	6855	1040	110	1255	440	895	85	295	3625	4250
106	Graham	Arizona	4490	2575	480	85	555	210	370	55	160	1355	1730
107	Greenlee	Arizona	1355	745	165	30	180	70	105	15	45	450	485
108	La Paz	Arizona	3035	2030	210	30	270	120	275	25	75	1070	1090
109	Maricopa	Arizona	348020	229730	25835	2555	38680	12620	27795	1825	8980	107745	154230
110	Mohave	Arizona	28210	20095	1850	230	2290	770	2290	175	510	9865	11005
111	Navajo	Arizona	10035	5380	920	200	1200	985	900	85	365	2900	3365
112	Pima	Arizona	119190	75975	9895	1195	13630	4130	10495	790	3080	36565	51440
113	Pinal	Arizona	22510	13575	1780	275	2335	1185	2310	200	850	7130	8215
114	Santa Cruz	Arizona	4500	2680	480	135	515	230	295	40	125	885	925
115	Yavapai	Arizona	34020	23780	2910	240	3150	725	2450	195	570	11935	14310
116	Yuma	Arizona	17420	10955	1445	400	1725	910	1365	140	480	5715	6415
117	Unknown	Arizona	30	20	5	    	    	    	5	    	    	15	10
118	"Arkansas, total"	Arkansas	488723	274880	36767	5736	68641	22861	53816	4844	21178	134781	197497
119	Arkansas	Arkansas	4755	2570	405	45	865	240	420	45	165	1320	2110
120	Ashley	Arkansas	5060	2485	410	75	855	310	600	60	265	1340	1965
121	Baxter	Arkansas	11795	8335	850	80	1075	215	875	90	275	4050	5000
122	Benton	Arkansas	23795	15730	2060	140	2435	710	1890	110	720	7845	10075
123	Boone	Arkansas	7025	4050	540	55	885	220	840	95	340	2005	2790
124	Bradley	Arkansas	3090	1550	275	55	595	165	305	40	105	840	1295
125	Calhoun	Arkansas	1295	645	85	20	235	60	175	15	60	340	505
126	Carroll	Arkansas	4650	2910	360	40	540	150	440	45	165	1400	1930
127	Chicot	Arkansas	3285	1650	220	85	560	205	370	35	160	855	1315
128	Clark	Arkansas	4550	2660	365	65	710	160	415	35	140	1320	1995
129	Clay	Arkansas	5030	2730	485	40	845	165	535	50	180	1455	2170
130	Cleburne	Arkansas	5605	3395	530	55	705	160	520	50	190	1800	2235
131	Cleveland	Arkansas	1545	770	135	5	275	60	210	20	70	415	620
132	Columbia	Arkansas	6095	3165	500	70	1100	310	650	50	250	1645	2610
133	Conway	Arkansas	4520	2520	320	65	610	160	575	60	210	1240	1820
134	Craighead	Arkansas	12170	6565	925	130	1845	545	1485	125	550	3155	5025
135	Crawford	Arkansas	8025	4120	555	90	980	420	1190	115	555	2050	2835
136	Crittenden	Arkansas	7585	3630	440	155	1245	640	940	90	445	1855	2760
137	Cross	Arkansas	3595	1805	325	80	560	195	400	45	185	965	1425
138	Dallas	Arkansas	2335	1195	190	25	375	125	275	30	120	630	945
139	Desha	Arkansas	2920	1495	215	55	525	205	270	35	120	765	1210
140	Drew	Arkansas	3570	1890	240	45	590	235	360	40	170	955	1465
141	Faulkner	Arkansas	9290	5400	670	105	1135	505	1055	80	340	2590	3740
142	Franklin	Arkansas	3525	1885	265	35	515	145	455	45	180	990	1385
143	Fulton	Arkansas	2770	1485	260	35	375	90	340	50	135	800	1035
144	Garland	Arkansas	22640	14900	1785	175	2590	655	1870	140	525	7250	9690
145	Grant	Arkansas	2490	1305	235	20	415	105	280	35	95	705	1010
146	Greene	Arkansas	7100	3815	550	70	1015	295	905	95	355	1895	2835
147	Hempstead	Arkansas	4610	2660	335	55	750	205	400	25	180	1320	2030
148	Hot Spring	Arkansas	6080	3295	510	60	935	290	685	65	240	1725	2430
149	Howard	Arkansas	2945	1675	250	45	485	130	255	15	90	835	1320
150	Independence	Arkansas	6830	3730	515	55	985	255	930	75	285	1895	2695
151	Izard	Arkansas	3730	2275	290	20	475	130	390	40	110	1205	1515
152	Jackson	Arkansas	4395	2320	360	35	710	215	525	50	180	1215	1820
153	Jefferson	Arkansas	15085	8065	1060	240	2315	925	1575	150	755	3895	6255
154	Johnson	Arkansas	4555	2465	360	45	690	155	550	70	220	1300	1870
155	Lafayette	Arkansas	1920	975	145	20	375	105	205	15	80	520	815
156	Lawrence	Arkansas	4945	2575	415	40	785	170	615	75	270	1375	1985
157	Lee	Arkansas	3245	1525	265	85	550	235	360	40	185	845	1200
158	Lincoln	Arkansas	2005	985	185	40	365	110	215	20	85	535	840
159	Little River	Arkansas	2635	1435	195	25	425	150	275	30	100	705	1125
160	Logan	Arkansas	5200	2740	425	65	760	200	610	90	310	1445	2060
161	Lonoke	Arkansas	6370	3390	495	75	935	350	750	55	320	1685	2575
162	Madison	Arkansas	2835	1565	240	35	340	110	395	15	135	840	1060
163	Marion	Arkansas	3750	2275	270	35	385	120	430	60	175	1155	1410
164	Miller	Arkansas	7015	3900	475	90	1115	370	720	65	280	405	565
165	Mississippi	Arkansas	9945	5045	665	195	1525	715	1165	100	535	2450	3925
166	Monroe	Arkansas	2685	1360	205	45	505	165	250	30	125	700	1125
167	Montgomery	Arkansas	1870	1100	150	25	245	50	220	20	60	580	715
168	Nevada	Arkansas	2110	1180	170	25	350	95	195	20	75	595	915
169	Newton	Arkansas	1835	830	175	25	250	80	295	40	140	485	595
170	Ouachita	Arkansas	7025	3755	545	90	1160	330	775	70	300	1875	2980
171	Perry	Arkansas	1990	1045	150	30	280	80	270	30	105	530	765
172	Phillips	Arkansas	6095	2850	375	170	1010	545	630	75	440	1470	2245
173	Pike	Arkansas	2480	1330	230	25	420	85	255	25	110	745	1040
174	Poinsett	Arkansas	5490	2675	460	65	935	260	755	70	270	1445	2160
175	Polk	Arkansas	4655	2815	405	55	595	165	410	60	150	1465	1890
176	Pope	Arkansas	8530	4510	605	75	1100	400	1255	135	450	2270	3230
177	Prairie	Arkansas	2080	1090	210	20	360	85	215	20	80	620	865
178	Pulaski	Arkansas	55655	32030	3280	805	7155	3425	6140	340	2480	13805	23865
179	Randolph	Arkansas	3990	2120	335	40	610	150	480	60	195	1125	1555
180	St Francis	Arkansas	5915	3025	360	125	915	395	660	65	370	1535	2240
181	Saline	Arkansas	10345	5930	780	100	1375	550	1150	95	365	2940	4045
182	Scott	Arkansas	2470	1315	195	30	355	85	325	45	120	705	940
183	Searcy	Arkansas	2290	1195	210	30	295	85	315	35	125	675	840
184	Sebastian	Arkansas	19245	11025	1415	180	2685	755	2225	150	810	5215	8405
185	Sevier	Arkansas	2870	1670	255	25	445	130	230	25	90	875	1205
186	Sharp	Arkansas	5245	3350	425	55	580	130	490	55	160	1725	2145
187	Stone	Arkansas	2600	1350	220	25	335	100	380	50	140	745	880
188	Union	Arkansas	10715	5675	785	125	1805	550	1155	115	505	2890	4550
189	Van Buren	Arkansas	4510	2875	395	40	465	120	395	60	160	1490	1775
190	Washington	Arkansas	19335	11110	1330	140	2365	820	2475	125	970	5265	7850
191	White	Arkansas	11870	6670	935	120	1670	520	1330	135	490	3400	4765
192	Woodruff	Arkansas	2065	1065	155	45	385	115	220	20	60	565	870
193	Yell	Arkansas	4555	2380	340	40	635	180	650	85	245	1230	1740
194	Unknown	Arkansas	15	10	    	    	    	    	5	    	    	5	5
195	"California, total"	California	3820510	2434447	306174	42689	445617	162685	319293	19182	90423	1175215	1680586
196	Alameda	California	159320	100290	11750	1705	19035	6855	14930	655	4100	47120	71795
197	Alpine	California	110	70	5	    	15	5	15	    	    	35	40
198	Amador	California	6870	4700	655	45	755	180	400	25	110	2465	2950
199	Butte	California	40040	26005	3395	315	4365	1180	3440	275	1065	13030	17445
200	Calaveras	California	8215	5395	760	35	835	270	660	55	205	2795	3260
201	Colusa	California	2770	1650	250	30	375	120	240	25	80	885	1145
202	Contra Costa	California	111040	69530	9975	880	14125	4195	8995	465	2875	34030	50265
203	Del Norte	California	4665	2710	355	35	535	170	605	60	195	1430	1730
204	Eldorado	California	22090	14765	1905	160	2080	820	1725	105	530	7335	9010
205	Fresno	California	92880	55125	7450	1365	11510	5285	8520	650	2975	27335	38500
206	Glenn	California	4660	2830	395	60	600	200	370	55	150	1460	1930
207	Humboldt	California	21250	12000	1710	170	2735	940	2650	215	830	6310	8280
208	Imperial	California	18695	10145	1590	655	2185	1310	1920	220	670	5885	5800
209	Inyo	California	4360	3020	315	15	525	140	265	15	65	1495	1945
210	Kern	California	78790	44130	5905	950	9570	4560	9285	820	3570	22365	29855
211	Kings	California	10030	5530	890	125	1415	620	955	95	400	2880	4020
212	Lake	California	15300	9940	1085	105	1540	440	1565	135	490	5090	6100
213	Lassen	California	3965	2340	335	35	420	180	450	35	170	1215	1510
214	Los Angeles	California	959960	620725	71340	11440	110485	43990	79025	4100	18855	293630	430030
215	Madera	California	15825	9230	1480	230	1870	780	1515	155	565	4965	6045
216	Marin	California	33055	22800	3000	290	3935	760	1930	45	295	10905	16170
217	Mariposa	California	3250	2220	300	20	285	80	245	15	85	1175	1295
218	Mendocino	California	15270	9180	1280	175	1810	715	1535	95	480	4725	6155
219	Merced	California	22790	13135	1940	300	2945	1320	2135	190	825	6810	8990
220	Modoc	California	2450	1495	195	25	285	95	240	25	90	805	960
221	Mono	California	855	570	60	5	85	50	60	5	20	315	290
222	Monterey	California	44185	27485	3900	570	5470	1905	3345	270	1240	13650	19095
223	Napa	California	20755	13740	1765	270	2450	790	1330	60	350	6870	9620
224	Nevada	California	17015	11565	1725	120	1640	435	1130	75	325	5920	7300
225	Orange	California	262330	174465	21660	2575	32860	9420	16430	810	4110	81220	124605
226	Placer	California	28165	18250	2485	215	3180	955	2195	150	735	8930	12280
227	Plumas	California	4735	3170	395	40	460	130	415	30	95	1640	1830
228	Riverside	California	197645	132920	15225	1880	20525	7830	13910	975	4380	64825	86250
229	Sacramento	California	142470	85270	11425	1420	16835	6530	15390	860	4740	40635	60665
230	San Benito	California	4575	2980	360	75	495	220	305	25	115	1525	1855
231	San Bernardino	California	169970	101530	12460	2070	20370	10480	16140	1245	5675	48560	69375
232	San Diego	California	332870	216905	31245	3685	38075	11715	23650	1345	6250	106870	149115
233	San Francisco	California	109600	73420	6575	1135	12155	2880	11790	235	1410	33595	51285
234	San Joaquin	California	69970	41495	5315	1035	8190	3750	7170	505	2510	20800	28335
235	San Luis Obispo	California	38515	25630	3525	280	4185	1015	2895	200	785	12750	17245
236	San Mateo	California	91920	62930	7475	785	10540	2630	6005	205	1350	29840	43840
237	Santa Barbara	California	54615	35735	5075	615	6325	1755	3750	245	1115	17415	25210
238	Santa Clara	California	150370	98000	12495	1710	17340	6270	11190	500	2865	46185	67830
239	Santa Cruz	California	30590	19770	2580	290	3725	1100	2300	150	675	9400	14210
240	Shasta	California	30790	18415	2545	255	3650	1215	3340	305	1065	9425	12350
241	Sierra 	California	675	460	55	    	80	20	50	5	5	245	280
242	Siskiyou	California	10360	6390	930	70	1170	315	1045	75	365	3360	4085
243	Solano	California	36350	21360	2985	405	4570	2015	3485	275	1255	10290	14965
244	Sonoma	California	64510	41730	5395	755	7890	2335	4865	230	1310	20000	30110
245	Stanislaus	California	54920	32490	4190	575	6685	2600	5930	445	2005	15955	22595
246	Sutter	California	10840	6335	865	80	1405	525	1170	95	365	3215	4365
247	Tehama	California	11005	6840	915	100	1200	400	1080	110	360	3505	4390
248	Trinity	California	2715	1605	195	25	295	95	345	40	115	835	950
249	Tulare	California	48230	27565	3810	1100	5685	2985	4830	460	1795	13875	18875
250	Tuolumne	California	11555	7755	1025	75	1125	355	880	55	285	3955	4680
251	Ventura	California	80015	50940	6825	1000	9240	3370	6135	430	2075	24410	35365
252	Yolo	California	17455	10635	1540	185	2085	780	1610	110	510	5355	7485
253	Yuba	California	9385	5180	725	110	1065	490	1255	110	450	2750	3305
254	Unknown	California	2910	1940	175	20	345	110	260	10	50	920	1345
255	"Colorado, total"	Colorado	454528	274234	39579	3563	57071	19178	43805	3083	14015	133361	192439
256	Adams	Colorado	31825	18255	2125	250	3780	1705	4075	285	1350	8630	11900
257	Alamosa	Colorado	1790	925	155	20	245	120	210	20	95	500	660
258	Arapahoe	Colorado	41790	26115	3590	350	4955	2015	3440	180	1145	12280	17985
259	Archuleta	Colorado	1105	670	120	5	100	30	100	20	60	365	365
260	Baca	Colorado	1120	635	175	10	185	15	65	5	30	395	515
261	Bent	Colorado	1065	580	110	15	150	30	120	15	45	335	415
262	Boulder	Colorado	24165	14855	2140	180	3220	995	2105	95	575	7050	10890
263	Chaffee	Colorado	2920	1865	265	35	355	85	240	15	60	935	1185
264	Cheyenne	Colorado	410	240	55	5	70	20	15	    	5	140	195
265	Clear Creek	Colorado	760	450	70	    	75	35	90	5	35	235	290
266	Conejos	Colorado	1480	750	190	20	200	80	145	25	70	470	520
267	Costilla	Colorado	800	370	90	10	90	45	115	20	60	165	185
268	Crowley	Colorado	760	420	80	10	110	30	75	5	30	245	295
269	Custer	Colorado	475	260	50	5	45	25	50	10	30	145	155
270	Delta	Colorado	6180	3775	680	50	790	170	450	70	195	2065	2610
271	Denver	Colorado	79670	50270	5575	565	9755	2655	8595	360	1895	22565	37020
272	Dolores	Colorado	380	195	50	10	45	10	40	10	20	120	135
273	Douglas	Colorado	4480	2780	450	35	480	265	335	15	120	1385	1710
274	Eagle	Colorado	1205	670	85	10	160	100	125	10	45	365	405
275	Elbert	Colorado	1030	585	105	10	135	60	85	10	40	345	375
276	El Paso	Colorado	48745	28395	4420	375	5860	2260	5225	390	1820	13360	19785
277	Fremont	Colorado	7530	4510	700	75	1015	235	695	65	235	2330	3175
278	Garfield	Colorado	4180	2565	335	25	495	195	395	40	130	1265	1715
279	Gilpin	Colorado	270	160	10	    	20	15	40	5	20	80	80
280	Grand	Colorado	1010	675	85	5	95	40	80	5	25	345	360
281	Gunnison	Colorado	965	605	80	10	110	40	75	10	35	325	355
282	Hinsdale	Colorado	85	60	10	    	10	5	    	    	    	30	30
283	Huerfano	Colorado	1585	895	145	15	260	60	135	20	55	500	660
284	Jackson	Colorado	250	150	30	5	35	10	15	    	5	95	90
285	Jefferson	Colorado	49340	31545	4070	340	5950	2080	3905	215	1235	14580	21500
286	Kiowa	Colorado	355	225	45	    	50	10	25	    	    	135	165
287	Kit Carson	Colorado	1445	830	220	20	250	45	70	    	10	515	680
288	Lake	Colorado	720	385	70	5	115	45	80	5	15	235	245
289	La Plata	Colorado	4620	2775	435	40	585	245	390	35	115	1400	1865
290	Larimer	Colorado	24830	15275	2360	100	3015	985	2140	150	805	7490	10715
291	Las Animas	Colorado	3360	1785	390	40	555	125	305	40	120	1045	1400
292	Lincoln	Colorado	915	570	95	5	150	20	50	10	15	310	445
293	Logan	Colorado	3490	2035	415	30	545	125	250	15	75	1130	1540
294	Mesa	Colorado	18525	11435	1630	180	2205	745	1670	145	515	5735	7710
295	Mineral	Colorado	70	45	5	    	15	    	5	    	    	20	30
296	Moffat	Colorado	1415	825	125	10	175	60	150	15	55	420	565
297	Montezuma	Colorado	3605	2025	345	25	480	185	345	45	155	1065	1395
298	Montrose	Colorado	5565	3350	570	55	740	235	445	40	130	1820	2330
299	Morgan	Colorado	4095	2365	460	25	625	130	330	25	135	1320	1780
300	Otero	Colorado	4235	2395	340	40	590	200	465	40	165	1190	1790
301	Ouray	Colorado	450	285	50	5	60	20	20	5	5	155	170
302	Park	Colorado	940	585	75	    	55	30	125	15	55	290	290
303	Phillips	Colorado	880	530	125	5	130	30	35	5	20	300	410
304	Pitkin	Colorado	670	460	65	15	70	20	30	    	10	255	260
305	Prowers	Colorado	2280	1285	235	15	385	115	180	15	50	690	1030
306	Pueblo	Colorado	25320	13725	2520	250	3545	1045	2875	295	1065	7200	10150
307	Rio Blanco	Colorado	825	485	65	10	115	50	70	10	20	255	310
308	Rio Grande	Colorado	2120	1180	210	25	305	105	205	20	70	665	835
309	Routt	Colorado	1125	690	105	15	130	65	80	10	30	370	440
310	Saguache 	Colorado	835	460	95	10	110	35	80	10	35	275	315
311	San Juan	Colorado	90	50	5	    	10	10	10	    	5	25	25
312	San Miguel	Colorado	270	155	25	5	45	15	15	5	5	90	100
313	Sedgwick	Colorado	775	490	100	5	105	10	45	5	15	285	345
314	Summit	Colorado	590	380	50	5	45	40	45	5	20	185	150
315	Teller	Colorado	1700	1010	105	15	160	105	200	20	85	485	540
316	Washington	Colorado	990	560	165	5	180	30	40	5	5	365	455
317	Weld	Colorado	18075	10190	1760	160	2400	775	1900	165	725	5335	7420
318	Yuma	Colorado	1965	1165	255	10	335	75	95	5	25	675	930
319	Unknown	Colorado	20	10	    	5	    	5	    	    	    	5	10
320	"Connecticut, total"	Connecticut	546534	385100	30284	4567	61505	18303	35750	1775	9250	170530	262506
321	Fairfield	Connecticut	130725	92390	7925	1020	15400	4075	7615	395	1905	41350	64005
322	Hartford	Connecticut	148710	106240	7615	1490	15340	5385	9735	375	2530	46315	70815
323	Litchfield	Connecticut	29810	21370	1665	245	3420	815	1745	95	455	9655	14370
324	Middlesex	Connecticut	23220	16625	1295	150	2590	785	1415	50	310	7275	11285
325	New Haven	Connecticut	141810	99270	7325	1055	16410	4720	9920	565	2545	43600	69055
326	New London	Connecticut	39475	26445	2795	330	4840	1370	2765	160	770	12250	18085
327	Tolland	Connecticut	15565	11080	875	100	1640	505	1055	40	270	5050	7010
328	Windham	Connecticut	17215	11680	795	160	1870	650	1500	95	465	5035	7880
329	Unknown	Connecticut	5	    	5	    	    	    	    	    	    	    	5
330	"Delaware, total"	Delaware	110547	72326	7492	946	13742	4489	8575	555	2422	33028	48373
331	Kent	Delaware	15385	9670	860	180	1805	885	1435	90	460	4365	6195
332	New Castle	Delaware	66380	42965	4825	500	8780	2595	5020	310	1385	19645	29915
333	Sussex	Delaware	28765	19680	1810	265	3145	1015	2120	150	580	9015	12250
334	Unknown	Delaware	20	10	    	    	5	5	    	    	    	5	10
335	"District of Columbia, total"	Delaware	77590	50074	3964	741	10142	4861	6581	127	1100	21270	37980
336	"Florida, total"	Delaware	2804407	1915349	206396	23180	317713	87719	185658	13457	54935	913071	1262324
337	Alachua	Delaware	24500	14445	1645	490	3045	1630	2210	160	875	6820	10130
338	Baker	Delaware	2505	1235	135	70	320	185	400	30	130	595	830
339	Bay	Florida	21845	12930	1760	230	3040	1045	1980	180	680	6315	8660
340	Bradford	Florida	3530	2000	240	50	485	220	380	30	125	495	725
341	Brevard	Florida	88230	59840	7285	645	9810	2395	6100	425	1730	29095	37860
342	Broward	Florida	280065	198230	18310	1640	34615	7430	15150	880	3810	91485	139615
343	Calhoun	Florida	2115	1100	170	45	375	120	205	25	75	570	890
344	Charlotte	Florida	43550	32875	3540	215	3760	590	1900	165	505	16125	19420
345	Citrus	Florida	36725	27050	2820	240	3195	640	2025	200	555	13445	15700
346	Clay	Florida	13600	8275	1000	135	1630	755	1235	100	470	3970	5405
347	Collier	Florida	41205	29120	4630	240	4150	825	1675	120	445	15435	18035
348	Columbia	Florida	8295	4695	570	105	1105	470	905	90	355	2370	3150
349	Dade	Florida	285485	190280	20075	3555	31595	12315	21140	1185	5340	89750	126065
350	De Soto	Florida	5630	3650	385	65	545	270	545	30	140	1835	2255
351	Dixie	Florida	2515	1410	175	45	280	120	325	35	125	780	780
352	Duval	Florida	95555	57725	6095	1025	13470	5530	8610	485	2615	25700	42260
353	Escambia	Florida	43075	24775	3805	495	6330	2055	3945	350	1320	11955	18050
354	Flagler	Florida	11065	8315	810	60	775	225	625	65	190	4045	4405
355	Franklin	Florida	2185	1350	145	10	280	95	215	25	65	655	865
356	Gadsden	Florida	8015	4270	355	165	940	680	1070	80	455	1925	2910
357	Gilchrist	Florida	2210	1260	150	35	285	105	250	25	100	630	830
358	Glades	Florida	1690	1150	120	10	165	55	145	10	35	625	610
