id	county	state	total	retire_workers	retire_wives_husbands	retire_children	survivor_widows	survivor_children	disability_workers	disability_wives_husbands	disability_children	men65plus	women65plus
44	Lowndes	Alabama	2015	955	150	75	330	220	175	15	95	495	735
45	Macon	Alabama	3870	2205	240	65	600	275	325	25	135	1045	1655
46	Madison	Alabama	27605	16010	2295	280	4165	1620	2325	200	710	7475	11865
47	Marengo	Alabama	4170	2150	280	100	695	290	380	50	225	1050	1665
48	Marion	Alabama	5935	3240	465	55	930	270	675	70	230	1590	2490
49	Marshall	Alabama	14985	7915	1365	130	2495	665	1665	195	555	3995	6175
50	Mobile	Alabama	61405	32955	4820	1125	9765	4195	5565	640	2340	15825	25005
51	Monroe	Alabama	4265	2225	305	90	675	340	385	50	195	1115	1685
52	Montgomery	Alabama	32175	18635	2030	480	4880	2205	2625	205	1115	8115	14165
53	Morgan	Alabama	16630	9050	1420	205	2600	1035	1645	145	530	4435	6850
54	Perry 	Alabama	2430	1265	190	65	395	185	200	25	105	650	980
55	Pickens	Alabama	4370	2350	310	70	720	270	425	35	190	1190	1775
56	Pike	Alabama	5440	3050	395	80	895	320	480	35	185	1450	2450
57	Randolph	Alabama	4435	2735	210	50	540	270	440	45	145	1205	1875
58	Russell	Alabama	8725	4865	445	100	1310	555	1020	95	335	2205	3470
59	St Clair	Alabama	7185	3595	645	90	1180	480	785	110	300	1840	2725
60	Shelby	Alabama	9130	4660	765	125	1480	620	990	115	375	2345	3500
61	Sumter	Alabama	2770	1385	225	60	540	185	215	30	130	720	1195
62	Talladega	Alabama	14775	7660	875	165	1990	810	2130	220	925	3530	5565
63	Tallapoosa	Alabama	7980	4985	430	70	1020	380	785	70	240	2205	3445
64	Tuscaloosa	Alabama	22660	11865	1510	435	3380	1520	2715	205	1030	5650	8840
65	Walker	Alabama	15540	7290	1370	200	2850	805	1980	270	775	3840	6120
66	Washington	Alabama	2895	1345	265	95	520	205	300	35	130	775	1050
68	Wilcox	Alabama	2935	1320	255	100	530	300	235	30	165	755	1100
69	Winston	Alabama	4470	2265	400	30	735	215	565	80	180	1180	1735
70	Unknown	Alabama	500	205	35	10	75	35	105	5	30	85	155
72	"Alaska, total"	Alaska	33656	19122	2036	635	3645	3778	3071	218	1151	9663	11012
73	Aleutian Islands	Alaska	180	90	5	5	25	35	15	    	5	60	40
74	Anchorage	Alaska	12425	7040	680	215	1285	1250	1395	80	480	3290	4255
75	Angoon	Alaska	110	65	5	5	10	15	5	5	    	35	35
76	BarrowNorth Slope	Alaska	290	100	20	    	65	70	25	    	10	70	90
77	Bethel	Alaska	665	250	80	35	95	115	60	5	25	205	155
78	Bristol Bay Borough	Alaska	165	95	10	5	20	20	10	    	5	50	65
79	Bristol Bay	Alaska	415	195	40	20	60	65	20	    	15	125	120
80	CordovaMcCarthy	Alaska	170	110	10	    	20	25	5	    	    	60	65
81	Fairbanks	Alaska	4255	2475	230	80	440	480	380	30	140	1190	1290
82	Haines	Alaska	265	175	20	5	20	20	15	5	5	100	95
83	Juneau	Alaska	2045	1230	95	40	215	250	155	5	55	565	780
84	KenaiCook Inlet	Alaska	2810	1695	185	20	275	270	245	30	90	870	875
85	Ketchikan	Alaska	1245	820	75	15	125	85	95	    	30	415	450
86	Kobuk	Alaska	420	140	40	15	75	110	20	5	15	110	105
87	Kodiak	Alaska	565	320	30	15	50	85	45	5	15	175	155
88	Kuskokwim	Alaska	190	80	15	    	40	45	5	    	5	55	50
89	MatanuskaSusitna	Alaska	2765	1655	185	50	270	260	215	25	105	835	885
90	Nome	Alaska	575	230	60	35	90	115	30	    	15	160	160
91	Outer Ketchikan	Alaska	135	75	5	    	15	15	20	    	5	40	35
92	Prince Of Wales	Alaska	200	100	20	5	15	35	15	5	5	55	55
93	Seward	Alaska	410	250	25	5	60	20	30	    	20	135	140
94	Sitka	Alaska	650	420	35	5	70	45	50	5	20	195	260
95	SkagwayYakutat	Alaska	215	135	5	    	25	30	15	    	5	60	80
96	Southeast Fairbanks	Alaska	270	165	20	    	25	20	30	    	10	100	85
97	Upper Yukon	Alaska	90	45	5	    	15	15	10	    	    	30	30
98	ValdezChitinaWhittier	Alaska	460	250	25	15	45	60	45	    	20	150	125
99	Wade Hampton	Alaska	435	140	40	30	70	110	25	5	15	115	90
100	WrangellPetersburg	Alaska	645	445	35	5	50	40	45	5	20	235	235
101	YukonKoyukuk	Alaska	305	150	30	10	35	50	15	5	10	115	80
102	Unknown	Alaska	285	175	10	    	40	20	30	5	5	70	125
104	"Arizona, total"	Arizona	590551	384871	48712	6007	65900	24356	43135	3747	13823	186437	252166
105	Apache	Arizona	6095	2450	600	215	1040	1105	395	65	225	1630	1790
106	Cochise	Arizona	16360	9950	1605	360	1870	675	1255	170	475	5175	6300
107	Coconino	Arizona	11390	6740	1110	155	1325	950	735	75	300	3495	4355
108	Gila	Arizona	10465	6545	1005	125	1185	470	800	85	250	3510	3965
109	Graham	Arizona	4330	2530	490	75	520	190	335	45	145	1380	1705
110	Greenlee	Arizona	1315	745	160	25	180	60	80	15	50	440	495
111	La Paz	Arizona	2840	1910	220	40	225	115	245	20	65	1015	1015
112	Maricopa	Arizona	322465	214360	25305	2480	36715	12295	22465	1695	7150	100550	144385
113	Mohave	Arizona	24840	17850	1710	185	1930	680	1905	170	410	8765	9685
114	Navajo	Arizona	8930	4895	785	160	1115	910	695	80	290	2615	3085
115	Pima	Arizona	111165	71205	9600	1150	12840	3950	8970	755	2695	34320	48195
116	Pinal	Arizona	20550	12425	1685	280	2110	1130	1920	220	780	6460	7585
117	Santa Cruz	Arizona	4235	2530	445	145	490	235	245	35	110	1360	1595
118	Yavapai	Arizona	28790	20205	2545	210	2635	675	1915	175	430	10170	11850
119	Yuma	Arizona	15945	10130	1360	370	1600	850	1090	130	415	5365	5900
120	Unknown	Arizona	845	395	95	35	105	80	80	10	45	180	260
122	"Arkansas, total"	Arkansas	469897	266905	37478	5767	67820	22520	46890	4657	17860	132783	194717
123	Arkansas	Arkansas	4730	2575	435	40	875	235	380	45	145	1325	2135
124	Ashley	Arkansas	4950	2470	425	70	875	295	515	60	240	1350	1960
125	Baxter	Arkansas	11235	7960	880	85	1055	205	730	80	240	3905	4785
126	Benton	Arkansas	22040	14710	2030	140	2315	660	1570	115	500	7370	9425
127	Boone	Arkansas	7040	4050	590	70	905	230	795	90	310	2050	2850
128	Bradley	Arkansas	3025	1520	290	50	615	160	275	30	85	835	1315
129	Calhoun	Arkansas	1055	550	80	15	195	50	120	5	40	300	435
130	Carroll	Arkansas	4265	2700	370	35	530	145	330	35	120	1310	1855
131	Chicot	Arkansas	3260	1625	245	85	565	205	320	40	175	870	1290
132	Clark	Arkansas	4705	2710	405	60	760	145	410	45	170	1375	2065
133	Clay	Arkansas	5015	2745	530	50	850	150	475	55	160	1480	2135
134	Cleburne	Arkansas	5170	3140	560	55	665	135	430	40	145	1700	2110
135	Cleveland	Arkansas	1450	735	130	10	260	60	180	15	60	395	590
136	Columbia	Arkansas	5825	3065	485	65	1065	305	560	55	225	1560	2525
137	Conway	Arkansas	4255	2400	315	55	570	160	510	60	185	1190	1715
138	Craighead	Arkansas	11700	6400	925	110	1840	505	1320	135	465	3070	4960
139	Crawford	Arkansas	7545	3965	545	80	1005	445	985	115	405	1990	2795
140	Crittenden	Arkansas	7610	3625	480	195	1275	650	850	105	430	1830	2745
141	Cross	Arkansas	3655	1850	325	65	580	210	380	60	185	975	1455
142	Dallas	Arkansas	2350	1230	215	30	390	130	255	25	75	660	975
143	Desha	Arkansas	3195	1625	250	65	590	235	270	40	120	845	1315
144	Drew	Arkansas	3160	1705	235	50	515	195	305	40	115	845	1320
145	Faulkner	Arkansas	8640	5075	650	100	1160	475	865	65	250	2410	3550
146	Franklin	Arkansas	3425	1885	270	30	515	160	380	55	130	975	1380
147	Fulton	Arkansas	2610	1440	225	25	395	95	290	40	100	785	1010
148	Garland	Arkansas	21740	14400	1745	190	2495	610	1715	145	440	6970	9355
149	Grant	Arkansas	2325	1210	230	20	390	110	240	30	95	640	940
150	Greene	Arkansas	6625	3635	560	55	990	250	745	100	290	1805	2710
151	Hempstead	Arkansas	4355	2490	350	60	710	220	355	35	135	1220	1930
152	Hot Spring	Arkansas	5660	3120	495	50	905	260	590	55	185	1640	2340
153	Howard	Arkansas	3090	1790	280	45	525	135	230	10	75	940	1390
154	Independence	Arkansas	6490	3585	525	60	980	280	760	70	230	1865	2590
155	Izard	Arkansas	3590	2225	295	20	465	95	330	40	120	1175	1505
156	Jackson	Arkansas	5295	2730	420	70	820	305	625	65	260	1390	2140
157	Jefferson	Arkansas	14950	8125	1085	255	2355	905	1430	155	640	3945	6210
158	Johnson	Arkansas	4235	2345	380	45	640	150	450	50	175	1230	1735
159	Lafayette	Arkansas	1925	995	160	20	380	105	180	20	65	535	845
160	Lawrence	Arkansas	4730	2530	445	40	780	185	510	60	180	1380	1945
161	Lee	Arkansas	2655	1255	235	65	440	185	260	40	175	690	1000
162	Lincoln	Arkansas	2005	995	195	50	375	105	180	20	85	545	830
163	Little River	Arkansas	2590	1410	210	20	420	160	245	30	95	695	1095
164	Logan	Arkansas	4975	2660	445	70	760	200	520	70	250	1400	2050
165	Lonoke	Arkansas	6150	3315	505	80	930	365	640	60	255	1690	2515
166	Madison	Arkansas	2495	1390	230	45	310	90	305	20	105	760	940
167	Marion	Arkansas	3305	2085	260	20	330	105	320	45	140	1025	1285
168	Miller	Arkansas	6815	3820	515	85	1065	390	625	55	260	1800	2915
169	Mississippi	Arkansas	9720	5045	665	205	1520	715	1005	105	460	2445	3880
170	Monroe	Arkansas	2725	1380	205	65	485	185	255	30	120	730	1115
171	Montgomery	Arkansas	1815	1070	165	25	245	65	185	20	40	580	720
172	Nevada	Arkansas	2245	1275	200	25	365	95	185	25	75	665	975
173	Newton	Arkansas	1630	760	170	20	230	75	240	30	105	440	575
174	Ouachita	Arkansas	7085	3815	555	75	1205	345	750	70	270	1905	3005
175	Perry	Arkansas	1850	1010	140	35	275	70	220	25	75	510	735
176	Phillips	Arkansas	6760	3145	455	210	1110	595	665	95	485	1625	2485
177	Pike	Arkansas	2345	1275	225	25	405	85	235	25	70	710	1015
178	Poinsett	Arkansas	5435	2725	485	55	950	245	665	75	235	1480	2180
179	Polk	Arkansas	4570	2750	385	70	610	190	375	55	135	1445	1855
180	Pope 	Arkansas	8230	4510	635	60	1110	395	1065	110	345	2295	3240
181	Prairie	Arkansas	1800	950	200	20	310	85	155	20	60	540	750
182	Pulaski	Arkansas	54220	31665	3375	760	7160	3375	5440	370	2075	13690	23560
183	Randolph	Arkansas	3750	2030	345	45	585	140	420	45	140	1075	1480
184	St Francis	Arkansas	5745	2955	385	120	920	415	610	60	280	1530	2200
185	Saline	Arkansas	7265	4135	585	75	1050	380	755	55	230	2025	2840
186	Scott	Arkansas	2335	1285	195	25	335	75	280	25	115	695	905
187	Searcy	Arkansas	2240	1210	230	35	300	85	260	35	85	705	840
189	Sebastian	Arkansas	18495	10815	1400	175	2605	780	1875	160	685	5075	8135
190	Sevier	Arkansas	2815	1620	265	30	450	145	200	25	80	870	1185
191	Sharp	Arkansas	5225	3375	490	55	550	145	420	50	140	1760	2130
192	Stone	Arkansas	2285	1190	205	20	315	95	310	35	115	675	795
193	Union	Arkansas	10640	5660	820	115	1860	555	1075	100	455	2860	4595
194	Van Buren	Arkansas	4025	2570	360	35	425	90	330	55	160	1335	1565
195	Washington 	Arkansas	18555	10825	1370	150	2325	805	2150	130	800	5165	7640
196	White	Arkansas	11215	6365	950	135	1580	495	1165	125	400	3275	4575
197	Woodruff	Arkansas	2215	1135	180	40	440	135	205	10	70	615	940
198	Yell	Arkansas	4415	2355	365	45	635	165	580	70	200	1240	1740
199	Unknown	Arkansas	320	150	20	5	50	30	55	    	10	75	115
201	"California, total"	California	3664978	2354084	300997	40058	438159	157875	278343	18874	76588	1133041	1630045
202	Alameda	California	155670	98580	11840	1665	19120	6630	13510	705	3620	45915	70835
203	Alpine	California	135	90	10	    	15	    	20	    	    	45	55
204	Amador	California	6565	4460	650	40	725	180	400	30	80	2315	2765
205	Butte	California	39090	25665	3475	305	4225	1150	3040	275	955	12835	16975
206	Calaveras	California	7335	4895	690	40	760	210	525	45	170	2515	2920
207	Colusa	California	2730	1650	260	30	370	110	210	20	80	880	1120
208	Contra Costa	California	104290	65580	9630	825	13560	3940	7900	475	2380	32010	47425
209	Del Norte	California	4325	2600	350	25	490	165	480	55	160	1380	1625
210	Eldorado	California	21115	14055	1885	170	2030	830	1580	130	435	6980	8630
211	Fresno	California	87930	53155	7330	1280	11140	4935	7105	630	2355	26425	37050
212	Glenn	California	4535	2830	385	45	600	205	310	40	120	1460	1900
213	Humboldt	California	20165	11670	1715	170	2655	880	2220	200	655	6165	8080
214	Imperial	California	17200	9465	1505	605	2010	1235	1630	180	570	5510	5385
215	Inyo	California	4335	3010	330	15	495	130	255	30	70	1465	1915
216	Kern	California	73425	41895	5860	895	9180	4330	7775	720	2770	21275	28170
217	Kings	California	10840	5925	1000	160	1540	695	1015	110	395	3070	4325
218	Lake	California	14845	9925	1120	110	1480	345	1340	120	405	5070	6035
219	Lassen	California	4405	2660	395	40	470	180	420	55	185	1395	1665
220	Los Angeles	California	943075	613385	70430	10630	112045	44010	71380	4200	16995	287810	428770
221	Madera	California	14760	8620	1425	205	1805	710	1325	155	515	4600	5725
222	Marin	California	31470	21710	2895	255	3880	740	1660	55	275	1037	15405
223	Mariposa	California	3020	2075	295	15	265	70	215	15	70	1095	1200
224	Mendocino	California	14455	8790	1250	185	1780	675	1295	95	385	4550	5910
225	Merced	California	20940	12315	1895	290	2755	1140	1730	170	645	6415	8325
226	Modoc	California	1915	1205	160	20	230	70	160	20	50	625	780
227	Mono	California	780	515	65	5	85	35	55	5	15	275	290
228	Monterey	California	41120	25835	3705	555	5205	1800	2865	210	945	12770	17970
229	Napa	California	20160	13310	1750	245	2425	845	1235	50	300	6665	9310
230	Nevada	California	15610	10645	1600	105	1540	435	955	80	250	5415	6650
231	Orange	California	248575	165560	21005	2280	32330	9130	14115	780	3375	76760	119850
232	Placer	California	25045	16395	2305	205	2830	890	1745	135	540	8150	10820
233	Plumas	California	4060	2725	345	25	410	125	335	20	75	1375	1595
234	Riverside	California	182345	124255	14540	1575	18975	7065	11515	915	3505	60445	80305
235	Sacramento	California	135940	82580	11315	1375	16440	6355	13180	855	3840	39520	58395
236	San Benito	California	4265	2860	370	70	455	205	215	20	70	1450	1765
237	San Bernardino	California	160765	97780	12140	1870	19520	9670	13855	1215	4715	46775	66540
238	San Diego	California	316315	207690	30275	3475	36935	11320	19970	1285	5365	102150	142905
239	San Francisco	California	110505	74565	6855	1210	12680	3075	10560	270	1290	34185	52080
240	San Joaquin	California	65355	39335	5155	965	8015	3515	5945	475	1950	19845	27110
241	San Luis Obispo	California	36850	24675	3490	285	4050	1045	2480	205	620	12280	16450
242	San Mateo	California	85915	58600	7125	745	10265	2550	5225	225	1180	27630	41065
243	Santa Barbara	California	52325	34510	4995	565	6215	1750	3180	220	890	16800	24250
244	Santa Clara	California	144415	94060	12185	1650	17300	6255	9835	570	2560	44145	66075
245	Santa Cruz	California	30675	20005	2695	290	3830	1145	2020	140	550	9540	14440
246	Shasta	California	29450	17840	2565	250	3490	1165	2935	290	915	9190	11810
247	Sierra	California	790	515	70	    	95	25	65	5	15	270	330
248	Siskiyou	California	10015	6245	915	65	1160	340	895	90	305	3275	3995
249	Solano	California	34215	20370	2900	380	4355	1860	2980	280	1090	9900	14155
250	Sonoma	California	61785	40440	5430	720	7645	2310	3970	225	1045	19435	28985
251	Stanislaus	California	52860	31830	4195	570	6530	2590	5115	430	1600	15560	22075
252	Sutter	California	10100	6010	840	85	1270	475	1010	95	315	3015	4080
253	Tehama	California	9975	6255	895	85	1105	370	870	95	300	3255	4070
254	Trinity	California	2710	1665	215	20	295	95	305	30	85	885	980
255	Tulare	California	45040	26040	3635	965	5430	2820	4135	450	1565	13115	17740
256	Tuolumne	California	10700	7180	1030	80	1020	330	770	60	230	3665	4285
257	Ventura	California	74990	47920	6665	935	8910	3250	5185	410	1715	23125	33600
258	Yolo	California	15215	9265	1410	145	1965	665	1300	85	380	4865	6905
259	Yuba	California	9045	5050	710	110	1045	465	1150	110	405	2700	3225
260	Unknown	California	8505	5350	830	110	735	345	845	55	235	2415	2990
262	"Colorado, total"	Colorado	421905	258292	38570	3260	54882	18469	34904	2681	10847	125972	182235
263	Adams	Colorado	34535	20510	2535	240	4285	1870	3635	265	1195	9700	13835
264	Alamosa	Colorado	1790	955	175	20	235	105	175	30	95	505	680
265	Arapahoe	Colorado	33485	21060	3055	300	3900	1820	2415	140	795	9860	13915
266	Archuleta	Colorado	970	605	110	10	85	40	75	15	30	325	310
267	Baca	Colorado	1060	600	160	10	190	20	50	10	20	370	480
268	Bent	Colorado	985	560	110	5	135	35	95	10	35	320	400
269	Boulder	Colorado	23115	14280	2135	175	3155	1010	1770	100	490	6760	10455
270	Chafee	Colorado	2635	1680	265	30	330	90	180	15	45	860	1095
271	Cheyenne	Colorado	395	230	55	5	70	15	20	    	    	135	190
272	Clear Creek	Colorado	575	360	60	    	70	20	45	5	15	170	250
273	Conejos	Colorado	1430	705	190	20	195	80	130	25	85	455	485
274	Costilla	Colorado	740	360	85	10	100	50	90	10	35	225	245
275	Crowley	Colorado	785	440	85	10	120	25	65	10	30	245	320
276	Custer	Colorado	440	250	50	    	55	20	35	5	25	145	155
277	Delta	Colorado	5910	3640	725	40	745	170	390	50	150	2045	2515
278	Denver	Colorado	79085	51200	5800	510	10250	2605	6890	330	1500	23175	38190
279	Dolores	Colorado	370	185	65	    	55	10	30	10	15	115	150
280	Douglas	Colorado	2875	1835	310	20	315	155	170	10	60	930	1130
281	Eagle	Colorado	955	535	65	15	140	95	75	    	30	300	330
282	Elbert	Colorado	885	490	100	10	140	55	50	10	30	290	340
283	El Paso	Colorado	43380	25825	4120	325	5355	2160	3960	335	1300	12250	18165
284	Fremont	Colorado	7500	4565	770	65	1010	220	605	55	210	2390	3250
285	Garfield	Colorado	3955	2505	330	25	465	200	315	20	95	1225	1650
286	Gilpin	Colorado	215	135	10	5	20	15	25	    	5	75	70
287	Grand	Colorado	880	570	85	5	90	40	60	5	25	300	310
288	Gunnison	Colorado	915	580	80	5	110	40	65	10	25	305	345
289	Hinsdale	Colorado	60	40	10	    	5	5	    	    	    	20	25
290	Huerfano	Colorado	1505	880	145	15	255	55	110	15	30	500	660
291	Jackson	Colorado	220	135	25	    	30	10	10	    	10	85	80
292	Jefferson	Colorado	40200	25790	3420	275	5020	1815	2915	175	790	11815	17440
293	Kiowa	Colorado	380	235	50	    	60	15	15	    	5	140	180
294	Kit Carson	Colorado	1350	780	200	10	220	55	60	10	15	470	635
295	Lake	Colorado	705	370	65	    	120	50	70	5	25	225	240
296	La Plata	Colorado	4390	2650	430	35	590	230	315	30	110	1340	1785
297	Larimer	Colorado	22795	14140	2305	85	2915	935	1700	150	565	6955	10070
298	Las Animas	Colorado	3310	1775	395	55	580	130	245	35	95	1035	1405
299	Lincoln	Colorado	915	565	100	5	150	30	45	5	15	310	430
300	Logan	Colorado	3445	2010	415	35	555	140	200	15	75	1105	1565
301	Mesa	Colorado	17320	10785	1575	165	2180	715	1345	120	435	5455	7185
302	Mineral	Colorado	70	40	10	    	10	    	5	5	    	20	30
303	Moffatt	Colorado	1305	775	125	10	175	55	115	10	40	390	545
304	Montezuma	Colorado	3285	1830	320	30	470	190	285	40	120	970	1280
305	Montrose	Colorado	5215	3140	575	60	685	235	375	25	120	1720	2145
306	Morgan	Colorado	3850	2275	445	35	585	125	270	25	90	1270	1710
307	Otero	Colorado	4145	2410	370	35	580	195	370	35	150	1215	1820
308	Ouray	Colorado	360	245	40	5	45	10	10	    	5	135	155
309	Park	Colorado	670	425	55	5	50	30	65	5	35	215	225
310	Phillips	Colorado	1040	630	150	5	165	35	35	5	15	360	505
311	Pitkin	Colorado	575	385	50	10	70	30	25	5	    	210	225
312	Prowers	Colorado	2205	1240	240	15	390	100	155	15	50	655	1020
313	Pueblo	Colorado	24185	13425	2515	240	3515	990	2385	260	855	7015	9905
314	Rio Blanco	Colorado	745	450	65	10	100	35	60	5	20	240	310
315	Rio Grande	Colorado	2065	1150	210	20	310	110	180	20	65	680	820
316	Routt	Colorado	1050	665	95	15	130	55	50	5	35	345	430
317	Saguache	Colorado	825	460	90	15	100	30	80	15	35	260	305
318	San Juan	Colorado	90	45	10	    	5	10	10	5	5	25	25
319	San Miguel	Colorado	250	145	35	    	40	15	10	    	5	90	90
320	Sedgwick	Colorado	740	485	95	5	95	15	35	5	5	285	345
321	Summit	Colorado	505	300	55	    	45	45	45	    	15	155	150
322	Teller	Colorado	1420	840	95	15	140	105	140	20	65	410	455
323	Washington	Colorado	955	565	155	5	165	35	20	    	10	355	450
324	Weld	Colorado	17090	9815	1785	155	2330	770	1530	145	560	5180	7200
325	Yuma	Colorado	1760	1060	230	5	295	65	70	10	25	610	825
326	Unknown	Colorado	1055	670	100	20	95	30	115	    	25	235	305
328	"Connecticut, total"	Connecticut	526628	373144	30419	4230	61325	17705	30457	1690	7658	164653	256238
329	Fairfied	Connecticut	125170	88925	7850	895	15230	3905	6430	375	1560	39495	62240
330	Hartford	Connecticut	144960	103975	7710	1410	15485	5380	8470	385	2145	45300	69840
331	Litchfield	Connecticut	28605	20615	1710	220	3360	790	1475	75	360	9400	13940
332	Middlesex	Connecticut	22070	15805	1270	135	2550	775	1235	50	250	6920	10845
333	New Haven	Connecticut	137980	97315	7495	1015	16500	4445	8550	535	2125	42600	67905
334	New London	Connecticut	37830	25555	2790	295	4875	1300	2265	150	600	11745	17585
335	Tolland	Connecticut	13000	9260	775	95	1435	435	755	35	210	4155	6035
336	Windham	Connecticut	16745	11525	805	155	1855	655	1260	85	405	4945	7760
337	Unknown	Connecticut	275	170	20	    	35	25	15	    	10	85	100
339	"Delaware, total"	Delaware	104382	67962	7223	904	13500	4273	7778	564	2178	30954	46171
340	Kent	Delaware	14885	9495	880	135	1805	750	1305	100	415	4285	6135
341	New Castle	Delaware	63110	40720	4665	475	8690	2450	4540	315	1255	18570	28795
342	Sussex	Delaware	26155	17625	1650	290	2980	1060	1900	150	500	8045	11145
343	Unknown	Delaware	235	120	25	5	30	10	30	5	10	55	95
345	"District of Columbia, total"	Delaware	77363	50414	4187	718	10427	4850	5705	132	930	21327	38551
346	District of Columbia	Delaware	77145	50305	4175	710	10395	4830	5685	130	915	21275	38470
347	Unknown	Delaware	220	110	15	5	30	20	20	    	20	55	80
349	"Florida, total"	Florida	2652666	1817048	204088	21565	306571	83306	160465	13243	46380	866554	1201098
350	Alachua	Florida	24330	14400	1710	485	3095	1595	2070	175	800	6840	10020
351	Baker	Florida	2295	1145	135	65	295	170	375	20	90	565	780
352	Bay	Florida	20545	12075	1755	245	2980	1045	1715	170	560	5940	8215
353	Bradford	Florida	3390	1930	250	45	470	210	325	35	125	955	1310
354	Brevard	Florida	77230	52375	6695	560	8730	2160	4920	415	1375	25360	33140
355	Broward	Florida	270855	193325	19095	1460	33680	6570	12755	865	3105	90020	136155
356	Calhoun	Florida	1990	1080	180	35	340	110	170	20	55	580	845
357	Charlotte	Florida	35150	26510	3005	170	3010	485	1475	145	350	12890	15580
358	Citrus	Florida	32670	23980	2610	215	2910	610	1700	190	455	11860	13950
359	Clay	Florida	11625	7105	875	120	1435	670	960	95	365	3390	4640
360	Collier	Florida	36275	25385	4215	245	3730	785	1425	110	380	13465	15815
361	Columbia	Florida	7655	4340	565	120	1060	440	770	80	280	2185	2905
362	Dade	Florida	275590	183820	19880	3320	32055	11940	18655	1140	4780	86900	123885
363	De Soto	Florida	5265	3400	365	75	515	245	510	35	120	1695	2115
364	Dixie	Florida	2240	1255	165	30	260	100	280	40	110	690	705
365	Duval	Florida	93475	56975	6160	975	13440	5365	7655	530	2375	25225	41770
366	Escambia	Florida	40145	23060	3685	475	6095	1980	3415	320	1115	11050	16905
367	Flagler	Florida	8150	6065	615	40	620	175	445	50	140	2900	3175
368	Franklin	Florida	1825	1130	110	15	260	75	170	15	50	555	750
369	Gadsden	Florida	7830	4165	380	170	915	705	970	75	450	1905	2870
370	Gilchrist	Florida	1685	1005	120	20	225	80	170	15	50	490	660
