id	county	state	total	retire_workers	retire_wives_husbands	retire_children	survivor_widows	survivor_children	disability_workers	disability_wives_husbands	disability_children	men65plus	women65plus
42	Lee	Alabama	6101	3995	187	29	767	286	753	9	75	2001	2383
43	Limestone	Alabama	4175	2482	202	24	660	186	550	9	62	1376	1557
44	Lowndes	Alabama	910	508	39	8	143	68	126	2	16	286	334
45	Macon	Alabama	1837	1162	60	15	259	102	216	3	20	572	783
46	Madison	Alabama	15312	9825	694	73	2239	684	1620	33	144	5129	6095
47	Marengo	Alabama	2151	1310	83	16	334	110	258	5	35	723	819
48	Marion	Alabama	3179	1937	129	15	441	110	492	10	45	1033	1193
49	Marshall	Alabama	7624	4557	370	37	1212	272	1050	25	101	2481	2852
50	Mobile	Alabama	35019	21246	1638	325	5563	1782	3932	97	436	11806	13590
51	Monroe	Alabama	2125	1301	74	20	316	116	259	6	33	699	813
52	Montgomery	Alabama	17927	11695	676	125	2620	824	1747	31	209	5769	7728
53	Morgan	Alabama	9449	5825	441	61	1426	453	1115	22	106	3187	3595
54	Perry	Alabama	1133	689	45	13	182	51	133	3	17	377	452
55	Pickens	Alabama	2011	1242	70	13	305	95	256	5	25	649	772
56	Pike	Alabama	2634	1676	100	16	389	121	301	4	27	861	1083
57	Randolph	Alabama	2281	1517	55	11	251	104	312	5	26	726	913
58	Russell	Alabama	4176	2547	117	24	622	204	599	11	52	1298	1562
59	St Clair	Alabama	4477	2586	208	24	688	236	652	17	66	1490	1521
60	Shelby	Alabama	6728	4039	312	40	1013	327	878	19	100	2250	2409
61	Sumter	Alabama	1218	710	46	11	226	61	139	5	20	389	503
62	Talladega	Alabama	7731	4529	254	45	1007	315	1392	28	161	2304	2795
63	Tallapoosa	Alabama	4622	3197	121	18	541	160	532	9	44	1576	1922
64	Tuscaloosa	Alabama	13198	7951	506	120	1904	645	1850	30	192	4263	4919
65	Walker	Alabama	7934	4318	383	52	1363	315	1320	45	138	2519	2824
66	Washington	Alabama	1488	823	68	19	244	90	218	4	22	498	489
68	Wilcox	Alabama	1223	678	57	16	206	91	152	3	20	401	439
69	Winston	Alabama	2107	1192	94	7	328	86	355	11	34	666	732
70	Unknown	Alabama	8	6				1	1			6	2
72	"Alaska, total"	Alaska	21130	13727	693	161	2196	1744	2330	37	242	7753	6754
73	Aleutian Islands	Alaska	92	60	2	1	11	12	6			43	24
74	Anchorage	Alaska	8212	5262	257	57	839	629	1055	12	101	2822	2747
75	Angoon	Alaska	44	35	1		2	5	1			19	18
76	Barrow-North Slope	Alaska	175	77	5	1	31	37	21		3	52	47
77	Bethel	Alaska	227	110	12	3	36	36	28		2	88	51
78	Bristol Bay Borough	Alaska	108	73	3		12	12	7		1	48	33
79	Bristol Bay	Alaska	180	108	8	5	30	19	9		1	73	54
80	Cordova-McCarthy	Alaska	105	80	3		9	8	5			45	37
81	Fairbanks North Star	Alaska	2807	1834	85	21	283	224	323	4	33	1012	844
82	Haines	Alaska	174	126	8	1	15	10	13		1	80	59
83	Juneau	Alaska	1338	922	28	12	137	110	117		12	466	520
84	Kenai-Cook Inlet	Alaska	1826	1246	70	7	168	121	193	3	18	745	536
85	Ketchikan Gateway	Alaska	823	593	29	3	79	47	65	1	6	356	280
86	Kobuk	Alaska	169	75	8	2	31	35	17		1	51	45
87	Kodiak Island	Alaska	324	223	8	3	34	36	18		2	140	93
88	Kuskokwim	Alaska	74	40	4	1	13	15	1			26	21
89	Matanuska-Susitna	Alaska	1774	1151	66	8	175	136	209	5	24	659	520
90	Nome	Alaska	234	130	10	4	36	37	15		2	86	72
91	Outer Ketchikan	Alaska	107	71	3		7	8	17		1	40	28
92	Prince Of Wales	Alaska	94	62	4		9	8	10		1	40	23
93	Seward	Alaska	248	178	6	2	27	14	18		3	109	77
94	Sitka	Alaska	442	319	13		44	28	34		4	159	180
95	Skagway-Yakutat	Alaska	130	93	3		10	9	13		2	51	41
96	Southeast Fairbanks	Alaska	168	107	6	1	16	14	21		3	70	43
97	Upper Yukon	Alaska	44	25	1		8	6	4			17	11
98	Valdez-Chitina-Whittier	Alaska	286	177	10	5	27	31	32	1	3	114	75
99	Wade Hampton	Alaska	140	58	6	3	24	35	14			47	29
100	Wrangell-Petersburg	Alaska	416	313	12	2	34	26	27		2	187	139
101	Yukon-Koyukuk	Alaska	135	75	7	2	13	25	13			59	27
102	Unknown	Alaska	118	87	2		12	4	12		1	42	61
104	"Arizona, total"	Arizona	383089	272878	17078	1690	43049	10811	34109	640	2834	149099	149614
105	Apache	Arizona	2519	1305	126	31	409	337	270	6	35	862	706
106	Cochise	Arizona	9259	6248	488	84	1123	282	924	28	82	3656	3281
107	Coconino	Arizona	5223	3380	260	32	578	350	551	12	60	1956	1675
108	Gila	Arizona	6556	4527	351	31	766	187	628	14	52	2700	2263
109	Graham	Arizona	2552	1668	158	23	325	89	254	9	26	979	898
110	Greenlee	Arizona	822	522	57	9	112	35	77	3	7	342	266
111	La Paz	Arizona	1667	1215	58	5	153	42	180	3	11	716	537
112	Maricopa	Arizona	215764	155626	9164	773	24571	5705	18088	297	1540	83045	88519
113	Mohave	Arizona	17102	12936	610	56	1414	342	1616	32	96	7193	5928
114	Navajo	Arizona	5054	3218	256	42	562	345	567	12	52	1899	1553
115	Pima	Arizona	71876	50318	3439	340	8468	1855	6789	127	540	27545	28556
116	Pinal	Arizona	12715	8588	577	77	1359	464	1486	33	131	5088	4233
117	Santa Cruz	Arizona	2292	1564	139	29	276	86	176	5	17	610	460
118	Yavapai	Arizona	20310	15186	967	73	1953	341	1646	33	111	8666	7498
119	Yuma	Arizona	9292	6545	422	82	966	346	847	18	66	3818	3227
120	Unknown	Arizona	16	14					2			10	5
122	"Arkansas, total"	Arkansas	254160	161207	10899	1428	35340	9239	32016	705	3326	88421	95864
123	Arkansas	Arkansas	2566	1571	131	10	478	98	245	8	25	904	1082
124	Ashley	Arkansas	2636	1504	126	16	449	128	369	7	37	910	958
125	Baxter	Arkansas	6770	5151	267	20	615	89	569	13	46	2845	2545
126	Benton	Arkansas	13606	9880	683	40	1403	302	1159	19	120	5638	5109
127	Boone	Arkansas	3548	2280	151	13	450	87	501	13	53	1259	1299
128	Bradley	Arkansas	1602	933	82	15	305	68	182	4	13	568	620
129	Calhoun	Arkansas	645	365	23	4	114	25	104	2	8	213	234
130	Carroll	Arkansas	2398	1638	103	11	282	67	265	6	26	883	904
131	Chicot	Arkansas	1483	862	56	16	250	64	203	5	27	491	572
132	Clark	Arkansas	2371	1541	108	16	363	65	247	5	26	861	953
133	Clay	Arkansas	2390	1449	126	9	399	63	308	8	28	843	940
134	Cleburne	Arkansas	2866	1916	145	14	354	68	333	8	28	1132	997
135	Cleveland	Arkansas	741	410	37	1	127	23	129	3	11	244	266
136	Columbia	Arkansas	3198	1905	152	20	560	125	386	7	43	1105	1270
137	Conway	Arkansas	2249	1401	90	18	293	64	342	7	34	754	846
138	Craighead	Arkansas	6329	3875	273	35	951	237	853	15	90	2085	2461
139	Crawford	Arkansas	4015	2339	156	25	508	175	708	16	88	1304	1328
140	Crittenden	Arkansas	3675	2088	120	30	603	233	532	11	58	1193	1309
141	Cross	Arkansas	1727	1021	91	14	275	74	221	6	25	603	652
142	Dallas	Arkansas	1177	703	58	6	180	44	166	3	17	419	446
143	Desha	Arkansas	1374	813	60	11	246	72	150	5	17	460	548
144	Drew	Arkansas	1747	1061	66	9	281	94	206	5	25	592	679
145	Faulkner	Arkansas	4934	3184	197	32	583	227	644	12	55	1709	1829
146	Franklin	Arkansas	1738	1031	72	9	254	60	275	6	31	599	625
147	Fulton	Arkansas	1250	762	63	7	168	34	191	7	18	451	423
148	Garland	Arkansas	12950	9314	596	45	1479	275	1128	22	91	5188	4985
149	Grant	Arkansas	1279	747	66	5	212	46	180	5	18	445	464
150	Greene	Arkansas	3463	2090	147	16	488	119	534	11	58	1148	1270
151	Hempstead	Arkansas	2388	1534	97	14	387	83	242	4	27	861	971
152	Hot Spring	Arkansas	3251	1972	159	17	501	124	426	11	41	1159	1182
153	Howard	Arkansas	1488	949	70	11	239	53	152	1	13	528	608
154	Independence	Arkansas	3374	2056	139	13	466	108	539	10	43	1143	1230
155	Izard	Arkansas	1921	1292	77	5	232	53	239	5	18	755	702
156	Jackson	Arkansas	2153	1292	100	11	337	86	292	7	28	743	828
157	Jefferson	Arkansas	7539	4607	301	54	1161	358	933	18	107	2482	2995
158	Johnson	Arkansas	2244	1379	98	11	332	64	321	9	30	800	856
159	Lafayette	Arkansas	928	544	39	3	173	39	115	2	13	322	368
160	Lawrence	Arkansas	2303	1354	103	7	361	72	362	10	34	793	847
161	Lee	Arkansas	1311	725	58	15	219	71	195	4	24	430	461
162	Lincoln	Arkansas	919	526	48	6	159	39	125	3	13	312	353
163	Little River	Arkansas	1348	812	55	7	207	64	178	5	20	449	516
164	Logan	Arkansas	2472	1461	109	14	373	80	376	13	46	843	913
165	Lonoke	Arkansas	3226	1931	147	18	475	147	453	7	48	1071	1213
166	Madison	Arkansas	1317	796	60	9	154	43	232	2	21	462	445
167	Marion	Arkansas	1905	1289	73	8	190	53	263	7	22	727	649
168	Miller	Arkansas	3555	2196	134	22	570	150	430	10	43	235	247
169	Mississippi	Arkansas	4722	2787	191	36	740	253	635	13	67	1513	1846
170	Monroe	Arkansas	1243	738	56	9	230	56	137	4	13	417	512
171	Montgomery	Arkansas	912	587	40	6	118	19	131	2	9	343	312
172	Nevada	Arkansas	1030	636	46	5	174	38	117	3	11	350	418
173	Newton	Arkansas	789	413	36	5	105	34	171	4	21	251	227
174	Ouachita	Arkansas	3719	2277	163	20	604	135	462	9	49	1272	1475
175	Perry	Arkansas	961	574	39	8	134	31	155	4	16	323	344
176	Phillips	Arkansas	2705	1564	98	25	458	156	343	9	52	877	1034
177	Pike	Arkansas	1208	730	61	5	207	41	148	3	13	450	463
178	Poinsett	Arkansas	2625	1481	126	11	441	100	420	7	39	875	975
179	Polk	Arkansas	2294	1540	112	11	289	63	245	9	25	883	853
180	Pope	Arkansas	4317	2564	172	19	547	170	756	20	69	1449	1514
181	Prairie	Arkansas	1023	609	60	4	178	34	124	2	12	380	384
182	Pulaski	Arkansas	31096	20187	1105	233	4063	1389	3657	50	412	9937	13036
183	Randolph	Arkansas	1945	1165	92	9	289	63	291	8	28	681	688
184	St Francis	Arkansas	2743	1657	99	23	411	134	365	8	46	931	1013
185	Saline	Arkansas	5959	3800	262	31	794	250	740	15	67	2155	2108
186	Scott	Arkansas	1182	697	48	8	169	35	197	7	21	403	414
187	Searcy	Arkansas	985	570	46	7	125	31	180	5	21	349	322
189	Sebastian	Arkansas	10742	6901	463	50	1523	326	1328	21	130	3713	4424
190	Sevier	Arkansas	1440	922	72	7	223	54	144	3	15	534	549
191	Sharp	Arkansas	2796	1986	120	15	287	53	300	8	27	1145	1015
192	Stone	Arkansas	1174	694	52	5	142	40	213	6	22	411	354
193	Union	Arkansas	6053	3675	265	35	1036	244	698	16	84	2125	2445
194	Van Buren	Arkansas	2342	1667	114	11	226	45	247	8	24	969	809
195	Washington	Arkansas	10349	6603	412	38	1286	366	1462	18	164	3531	3937
196	White	Arkansas	6019	3754	265	28	830	216	824	20	82	2111	2211
197	Woodruff	Arkansas	961	564	41	6	175	43	120	3	9	331	380
198	Yell	Arkansas	2174	1281	89	10	294	64	385	13	38	720	766
199	Unknown	Arkansas	8	5					3			3	1
201	"California, total"	California	2306380	1623326	105739	12080	275156	70128	201084	3061	15806	886680	946288
202	Alameda	California	97156	66996	4083	521	11807	3089	9729	121	810	35467	40975
203	Alpine	California	59	41	1		7	1	9			23	20
204	Amador	California	4112	3012	215	13	473	85	290	4	20	1784	1539
205	Butte	California	23241	16559	1105	93	2630	521	2125	39	169	9356	9257
206	Calaveras	California	4898	3476	251	10	513	126	473	9	40	2049	1692
207	Colusa	California	1613	1082	85	7	236	53	138	3	9	652	629
208	Contra Costa	California	70892	48983	3684	274	9212	1985	6108	79	567	27273	29354
209	Del Norte	California	2576	1682	113	9	314	70	356	7	25	1000	890
210	Eldorado	California	13129	9466	629	51	1281	407	1176	18	101	5326	4758
211	Fresno	California	51404	34575	2443	333	6640	1998	4894	87	434	19564	20232
212	Glenn	California	2571	1756	127	14	349	81	216	7	21	1025	993
213	Humboldt	California	12372	7866	588	47	1703	416	1582	32	138	4691	4501
214	Imperial	California	9117	5749	447	125	1143	478	1051	33	91	3682	2734
215	Inyo	California	2540	1878	105	4	316	54	168	2	13	1042	1038
216	Kern	California	44058	28155	1934	240	5647	1835	5628	114	505	16163	15913
217	Kings	California	5355	3378	278	33	787	259	554	12	54	1992	2019
218	Lake	California	8786	6203	345	32	916	186	1005	20	79	3553	3188
219	Lassen	California	2096	1355	99	8	244	72	285	5	28	788	736
220	Los Angeles	California	596824	426597	25612	3249	68881	18257	50051	683	3494	228784	251705
221	Madera	California	8652	5734	465	52	1059	307	930	21	84	3483	3028
222	Marin	California	22303	16602	1190	99	2684	397	1255	8	68	9144	9822
223	Mariposa	California	1878	1388	94	4	171	38	165	2	16	818	654
224	Mendocino	California	8764	5872	421	50	1084	316	930	13	78	3389	3274
225	Merced	California	12149	7963	596	70	1640	487	1250	25	118	4668	4506
226	Modoc	California	1314	889	58	7	163	38	144	3	12	535	475
227	Mono	California	485	357	20		46	21	39		2	223	143
228	Monterey	California	25319	17626	1307	137	3304	773	1964	36	172	9924	10328
229	Napa	California	12174	8738	573	83	1500	366	841	11	62	4796	5264
230	Nevada	California	10165	7490	572	37	1012	216	762	12	64	4317	3827
231	Orange	California	170659	123794	8038	845	21618	4408	10989	140	827	66088	74440
232	Placer	California	16420	11539	793	64	1948	464	1455	26	131	6379	6474
233	Plumas	California	2738	1977	125	11	276	60	269	5	15	1163	926
234	Riverside	California	119308	87798	5163	510	12628	3314	8979	159	757	48682	47673
235	Sacramento	California	80061	52931	3658	393	9934	2817	9395	137	796	28124	32247
236	San Benito	California	2593	1865	111	16	299	96	188	2	16	1091	966
237	San Bernardino	California	97417	64739	4055	577	12029	4489	10337	202	989	35056	37341
238	San Diego	California	195971	140174	10448	1010	23281	5190	14552	228	1088	77992	80379
239	San Francisco	California	68304	49358	2242	331	7522	1248	7302	39	262	24696	30814
240	San Joaquin	California	39499	26327	1750	264	4853	1551	4293	72	389	14914	15187
241	San Luis Obispo	California	22744	16484	1162	80	2596	461	1794	34	133	9257	9239
242	San Mateo	California	61850	45942	2892	248	7101	1284	4069	34	280	24949	26930
243	Santa Barbara	California	33084	23838	1787	183	3986	769	2306	35	180	13193	14060
244	Santa Clara	California	96091	68900	4594	531	11207	2924	7282	86	567	37225	39677
245	Santa Cruz	California	18112	12879	878	76	2307	486	1361	22	103	6944	7853
246	Shasta	California	17638	11652	821	78	2180	567	2112	50	178	6736	6454
247	Sierra 	California	383	277	17		48	10	30		1	166	140
248	Siskiyou	California	5825	3958	299	20	699	133	652	11	53	2343	2090
249	Solano	California	19881	12882	902	108	2586	891	2240	44	228	6944	7625
250	Sonoma	California	39313	27775	1874	247	4926	1116	3083	39	253	15018	16920
251	Stanislaus	California	30959	20462	1374	152	3928	1078	3590	62	313	11459	11935
252	Sutter	California	6074	3972	289	18	824	220	680	14	57	2288	2297
253	Tehama	California	6221	4254	284	27	700	178	700	17	61	2442	2251
254	Trinity	California	1523	993	62	5	178	42	224	5	14	579	493
255	Tulare	California	25541	16729	1180	272	3194	1120	2732	60	254	9503	9626
256	Tuolumne	California	7004	5105	346	26	699	166	601	9	52	2950	2492
257	Ventura	California	48040	33911	2321	275	5750	1514	3861	61	347	18488	19761
258	Yolo	California	10094	6856	530	48	1275	334	954	15	82	3905	4066
259	Yuba	California	4927	3086	217	28	586	192	741	15	62	1826	1629
260	Unknown	California	1869	1360	61	6	217	47	167	1	10	738	789
262	"Colorado, total"	Colorado	262006	174476	13216	1036	34174	8768	27433	493	2410	96842	102004
263	Adams	Colorado	18475	11733	702	74	2234	749	2691	49	243	6402	6355
264	Alamosa	Colorado	853	504	43	4	126	45	117	2	12	296	305
265	Arapahoe	Colorado	25782	17745	1313	112	3155	977	2236	29	215	9709	10111
266	Archuleta	Colorado	571	397	38		52	13	62	2	7	248	163
267	Baca	Colorado	589	381	57	2	100	7	37	1	4	262	242
268	Bent	Colorado	480	294	27	1	70	12	70	1	5	191	168
269	Boulder	Colorado	14663	9922	763	57	2013	485	1309	14	100	5435	6030
270	Chaffee	Colorado	1609	1109	84	10	201	36	157	1	11	640	575
271	Cheyenne	Colorado	219	145	17		41	10	6			97	92
272	Clear Creek	Colorado	443	286	24		45	18	63	1	6	173	148
273	Conejos	Colorado	612	360	42	3	86	24	84	3	10	240	195
274	Costilla	Colorado	320	180	19	2	35	14	63	2	5	90	65
275	Crowley	Colorado	357	219	21	1	54	11	45	1	5	141	127
276	Custer	Colorado	234	150	14		22	10	34	1	3	93	67
277	Delta	Colorado	3243	2185	199	12	427	74	301	12	33	1352	1187
278	Denver	Colorado	47697	32965	2008	162	6013	1085	5101	56	307	16933	21008
279	Dolores	Colorado	189	113	13		25	5	29	1	3	76	60
280	Douglas	Colorado	2770	1882	162	10	304	142	242	2	26	1086	905
281	Eagle	Colorado	705	444	29	2	92	48	80	1	9	272	216
282	Elbert	Colorado	577	371	35	1	76	31	56	1	6	243	184
283	El Paso	Colorado	26684	17171	1397	107	3426	1041	3169	63	310	9216	10046
284	Fremont	Colorado	3960	2587	202	22	561	105	434	9	40	1498	1516
285	Garfield	Colorado	2395	1600	109	7	293	97	261	6	22	896	886
286	Gilpin	Colorado	152	103	3		11	7	26		2	58	43
287	Grand	Colorado	581	423	29	1	55	17	52	1	3	243	188
288	Gunnison	Colorado	509	350	22	2	67	21	42	1	4	210	174
289	Hinsdale	Colorado	48	38	3		5	2				21	14
290	Huerfano	Colorado	762	488	37	4	126	22	77	2	6	298	295
291	Jackson	Colorado	136	92	9		20	5	10			66	44
292	Jefferson	Colorado	30579	21166	1466	111	3821	1055	2671	39	250	11372	12041
293	Kiowa	Colorado	200	138	15		28	4	15			91	81
294	Kit Carson	Colorado	818	533	74	4	148	20	38		1	370	341
295	Lake	Colorado	445	266	24	1	73	22	55	1	3	181	134
296	La Plata	Colorado	2508	1672	132	10	323	103	242	5	21	942	933
297	Larimer	Colorado	14179	9566	779	32	1812	480	1349	22	139	5378	5522
298	Las Animas	Colorado	1661	1002	109	9	289	51	178	6	17	640	636
299	Lincoln	Colorado	499	339	30	1	89	7	29	1	3	211	221
300	Logan	Colorado	2013	1310	144	9	331	56	147	3	13	835	796
301	Mesa	Colorado	10386	7010	525	55	1285	351	1049	21	90	4019	3890
302	Mineral	Colorado	42	28	1		10		3			13	15
303	Moffat	Colorado	807	512	40	1	104	31	108	2	9	299	285
304	Montezuma	Colorado	1890	1197	103	7	260	78	218	6	21	707	667
305	Montrose	Colorado	2987	1963	170	15	419	106	284	7	23	1192	1117
306	Morgan	Colorado	2280	1490	151	7	356	60	192	4	20	930	897
307	Otero	Colorado	2091	1322	98	8	306	76	258	4	19	746	840
308	Ouray	Colorado	259	180	17	1	37	9	15			111	86
309	Park	Colorado	532	359	24		33	16	89	2	9	206	143
310	Phillips	Colorado	510	346	46		83	13	19		3	227	212
311	Pitkin	Colorado	427	324	25	2	45	10	20		1	205	145
312	Prowers	Colorado	1234	787	76	3	217	43	98	2	8	477	525
313	Pueblo	Colorado	13633	8315	781	72	2048	435	1767	48	167	4902	5064
314	Rio Blanco	Colorado	463	303	21	2	62	20	50	1	4	178	161
315	Rio Grande	Colorado	1072	679	61	6	160	40	116	2	8	429	385
316	Routt	Colorado	648	437	36	5	76	33	55	1	5	267	223
317	Saguache	Colorado	391	248	25	2	55	13	43	1	4	168	133
318	San Juan	Colorado	53	33	1		6	5	7		1	20	13
319	San Miguel	Colorado	143	95	7		25	7	8		1	59	47
320	Sedgwick	Colorado	458	328	35	1	62	3	27		2	219	177
321	Summit	Colorado	353	254	16	2	26	20	32		3	144	77
322	Teller	Colorado	945	607	33	4	98	51	133	3	16	333	278
323	Washington	Colorado	555	351	52	1	111	14	26			253	226
324	Weld	Colorado	10027	6354	560	40	1417	355	1159	25	117	3762	3781
325	Yuma	Colorado	1053	692	81	2	188	28	56	1	5	452	447
326	Unknown	Colorado	8	6	1		1					4	4
328	"Connecticut, total"	Connecticut	363070	275611	11677	1590	40955	8552	22725	271	1689	141469	161760
329	Fairfield	Connecticut	90221	68808	3220	357	10544	1958	4915	62	357	35930	40703
330	Hartford	Connecticut	98411	75697	2913	532	10185	2460	6113	58	453	38156	43632
331	Litchfield	Connecticut	19893	15196	643	87	2301	404	1155	15	92	7919	8813
332	Middlesex	Connecticut	15581	11920	496	55	1741	392	902	8	67	5990	7012
333	New Haven	Connecticut	92923	70121	2768	352	10818	2131	6212	82	439	35692	42304
334	New London	Connecticut	25010	18171	1034	112	3119	650	1766	24	134	9746	10479
335	Tolland	Connecticut	10316	7858	321	34	1082	251	709	5	56	4143	4215
336	Windham	Connecticut	10688	7837	279	54	1165	303	950	13	87	3889	4598
337	Unknown	Connecticut	1	1									
339	"Delaware, total"	Delaware	69062	49298	2767	311	8630	2058	5470	90	438	25939	27860
340	Kent	Delaware	8842	6094	281	57	1055	385	873	16	81	3125	3370
341	New Castle	Delaware	43098	30579	1866	170	5685	1233	3263	49	253	16161	17845
342	Sussex	Delaware	17106	12619	621	83	1881	441	1334	24	103	6650	6637
343	Unknown	Delaware	7	5			2					2	5
345	"District of Columbia, total"	Delaware	39820	27725	1194	187	5100	1726	3675	19	194	12989	19033
347	"Florida, total"	Delaware	1687235	1247292	70435	6660	195369	37626	117778	2223	9852	680836	695164
348	Alachua	Delaware	13768	9098	565	147	1740	704	1342	28	144	4920	5404
349	Baker	Delaware	1293	725	38	21	165	79	241	3	21	390	404
350	Bay	Florida	11811	7669	546	62	1692	467	1218	31	126	4265	4275
351	Bradford	Florida	1810	1136	69	11	247	86	235	4	22	314	342
352	Brevard	Florida	52638	38470	2392	198	5999	1113	4060	77	329	21445	20093
353	Broward	Florida	181488	137475	6521	491	22987	3267	9866	149	732	72360	84050
354	Calhoun	Florida	1016	604	46	11	177	45	119	4	10	347	399
355	Charlotte	Florida	27036	21581	1206	70	2409	275	1365	32	98	12106	10512
356	Citrus	Florida	22153	17314	930	73	1972	299	1421	35	109	9847	8262
357	Clay	Florida	7635	5055	323	38	935	356	819	16	93	2763	2781
358	Collier	Florida	27053	20721	1806	70	2865	366	1130	19	76	12669	10235
359	Columbia	Florida	4244	2676	171	25	570	185	551	12	54	1528	1480
360	Dade	Florida	161320	117190	6445	908	18782	4828	12045	185	937	62836	68059
361	De Soto	Florida	3156	2248	120	19	313	109	319	4	24	1270	1164
362	Dixie	Florida	1296	811	53	11	144	50	204	4	19	508	360
363	Duval	Florida	54264	36085	2083	291	7728	2303	5234	76	464	18507	22671
364	Escambia	Florida	22751	14498	1152	135	3411	864	2415	58	218	7906	8760
365	Flagler	Florida	7000	5590	283	20	493	105	460	10	39	3151	2374
366	Franklin	Florida	1136	764	45	2	140	38	133	3	11	417	407
367	Gadsden	Florida	3703	2263	101	36	454	227	555	9	58	1170	1336
368	Gilchrist	Florida	1153	718	43	9	142	48	171	4	18	398	387
369	Glades	Florida	979	712	37	3	98	26	96	1	6	439	309
370	Gulf	Florida	1397	850	83	7	245	52	145	2	13	547	495
371	Hamilton	Florida	909	544	32	6	135	56	125	2	9	316	304
372	Hardee	Florida	1916	1307	83	18	225	81	180	4	18	756	703
373	Hendry	Florida	2260	1507	89	18	288	119	213	4	22	892	775
374	Hernando	Florida	25751	20177	1035	90	2023	307	1883	59	177	11519	9318
375	Highlands	Florida	15239	12055	667	51	1381	198	813	17	57	6806	6032
376	Hillsborough	Florida	78753	53738	3064	407	9907	2615	8110	142	770	28650	31078
377	Holmes	Florida	1738	1048	72	10	282	69	227	7	23	595	636
378	Indian River	Florida	18805	14580	1008	54	1961	251	879	14	58	8574	7463
379	Jackson	Florida	4138	2533	163	41	643	237	460	11	50	1397	1607
380	Jefferson	Florida	1149	752	44	10	168	52	114	1	8	421	436
381	Lafayette	Florida	434	285	21	2	59	14	47	1	5	170	147
382	Lake	Florida	30824	24021	1332	86	3034	407	1804	32	108	13385	12171
383	Lee	Florida	60619	47044	2759	219	5919	1061	3310	58	249	26441	23750
384	Leon	Florida	12450	8628	526	66	1666	514	937	12	101	4462	5365
385	Levy	Florida	3468	2351	146	17	399	110	397	13	35	1344	1112
386	Liberty	Florida	466	266	19	7	67	24	75	2	6	156	150
387	Madison	Florida	1508	955	56	12	221	56	186	3	19	513	613
